,data
483328,1018.0
483329,1018.0
483330,1015.0
483331,1008.0
483456,974.0
483457,992.0
483458,1011.0
483459,1020.0
483584,1020.0
483585,1013.0
483586,1007.0
483587,980.0
499584,985.0
499585,998.0
499586,1005.0
499587,981.0
499712,164.0
499713,202.0
499714,333.0
499715,568.0
499716,827.0
499717,955.0
499718,961.0
499840,1057.0
499841,1023.0
499842,1026.0
499843,1028.0
499844,1023.0
499845,1014.0
499846,1011.0
499968,318.0
499969,466.0
499970,635.0
499971,762.0
499972,742.0
499973,590.0
499974,735.0
500096,1034.0
500097,1016.0
500098,979.0
515842,972.0
515843,948.0
515968,866.0
515969,793.0
515970,608.0
515971,394.0
515972,175.0
515973,38.0
515974,28.0
516096,53.0
516097,48.0
516098,56.0
516099,91.0
516100,170.0
516101,249.0
516102,239.0
516103,298.0
516141,976.0
516142,964.0
516143,943.0
516144,985.0
516145,955.0
516146,846.0
516147,828.0
516148,973.0
516224,1004.0
516225,1018.0
516226,1022.0
516227,1018.0
516228,1019.0
516229,1025.0
516230,1022.0
516231,1019.0
516232,1003.0
516267,784.0
516268,876.0
516269,987.0
516270,980.0
516271,964.0
516272,985.0
516273,1030.0
516274,967.0
516275,949.0
516277,903.0
516352,740.0
516353,733.0
516354,628.0
516355,716.0
516356,838.0
516357,914.0
516358,799.0
516359,669.0
516360,744.0
516396,896.0
516397,898.0
516398,957.0
516399,982.0
516400,960.0
516401,957.0
516402,990.0
516403,914.0
516480,933.0
516481,943.0
516482,960.0
516483,893.0
516484,621.0
516485,126.0
516486,196.0
516525,994.0
516527,926.0
516528,962.0
516529,968.0
532146,970.0
532224,994.0
532225,996.0
532226,988.0
532227,974.0
532228,943.0
532229,699.0
532266,972.0
532267,998.0
532268,993.0
532269,983.0
532270,968.0
532271,969.0
532272,974.0
532273,991.0
532274,969.0
532275,978.0
532276,985.0
532277,915.0
532278,819.0
532352,786.0
532353,517.0
532354,268.0
532355,81.0
532356,37.0
532357,28.0
532358,25.0
532359,25.0
