,data
516250,988.0
516378,969.0
532377,907.0
532503,984.0
532504,1024.0
532505,1031.0
532506,1044.0
532629,916.0
532630,1000.0
532631,1031.0
532632,1023.0
532633,1058.0
532634,1056.0
532635,1053.0
532636,988.0
532757,1020.0
532758,1050.0
532759,1041.0
532760,1014.0
532761,1029.0
532762,1049.0
532763,1055.0
532764,973.0
532887,978.0
532888,1037.0
532889,1050.0
532890,1060.0
532891,1048.0
533017,839.0
548633,851.0
548757,946.0
548758,1032.0
548759,1049.0
548760,1038.0
548761,1044.0
548762,1056.0
548884,800.0
548885,1003.0
548886,1047.0
548887,1030.0
548888,1018.0
548889,946.0
548890,446.0
548891,130.0
549012,998.0
549013,1035.0
549014,1019.0
549015,998.0
549016,1056.0
549017,1037.0
549018,986.0
549019,1014.0
549020,1014.0
549140,1014.0
549141,1035.0
549142,1029.0
549143,1017.0
549144,1071.0
549145,1060.0
549146,1067.0
549147,1067.0
549148,1052.0
549268,818.0
549269,1011.0
549270,1046.0
549271,1027.0
549272,1028.0
549273,1078.0
549274,1058.0
549275,754.0
549399,973.0
549400,1042.0
549401,1066.0
549402,1080.0
564889,756.0
564890,921.0
565015,751.0
565016,1031.0
565017,1041.0
565018,965.0
565140,713.0
565141,992.0
565142,1040.0
565143,1047.0
565144,1040.0
565145,1056.0
565146,551.0
565155,1017.0
565156,1036.0
565157,1056.0
565158,927.0
565267,826.0
565268,1019.0
565269,1020.0
565270,1007.0
565271,1054.0
565272,840.0
565273,223.0
565274,50.0
565282,1029.0
565283,1038.0
565284,1017.0
565285,1054.0
565286,1040.0
565394,816.0
565395,1004.0
565396,1016.0
565397,1019.0
565398,1068.0
565399,1097.0
565400,1069.0
565401,1040.0
565402,1032.0
565403,1035.0
565404,1035.0
565405,1026.0
565410,959.0
565411,1039.0
565412,1022.0
565413,1053.0
565414,1049.0
565417,723.0
565418,909.0
565522,876.0
565523,1035.0
565524,1024.0
565525,1037.0
565526,1074.0
565527,1082.0
565528,1076.0
565529,1073.0
565530,1037.0
565531,1024.0
565532,1027.0
565533,1009.0
565538,862.0
565539,1022.0
565540,1034.0
565541,1061.0
565542,1050.0
565545,813.0
565546,913.0
565651,867.0
565652,1023.0
565653,990.0
565654,982.0
565655,1000.0
565656,1062.0
565657,957.0
565658,454.0
565666,974.0
565667,1018.0
565668,1034.0
565669,1064.0
565670,1027.0
565781,941.0
565782,1038.0
565783,1040.0
565784,1053.0
565785,1074.0
565786,1076.0
565795,957.0
565796,1049.0
565797,1062.0
565912,875.0
565913,1059.0
565914,1059.0
567423,902.0
567551,987.0
567679,978.0
567807,981.0
567935,1016.0
568063,988.0
568191,887.0
578815,941.0
578943,1011.0
579070,960.0
579071,999.0
579198,1038.0
579199,985.0
579325,677.0
579326,1021.0
579327,936.0
579453,755.0
579454,1031.0
579455,920.0
579581,769.0
579582,1039.0
579583,922.0
579709,756.0
579710,1021.0
579711,943.0
579837,713.0
579838,1017.0
579839,929.0
579966,1028.0
579967,944.0
580094,1023.0
580095,986.0
580222,967.0
580223,992.0
580351,1008.0
580479,1013.0
581145,1003.0
581147,948.0
581272,935.0
581273,1025.0
581274,1035.0
581275,1033.0
581282,1012.0
581283,1025.0
581284,970.0
581285,862.0
581286,897.0
581287,971.0
581399,986.0
581400,1033.0
581401,998.0
581402,548.0
581408,979.0
581409,1032.0
581410,1022.0
581411,1039.0
581412,1022.0
581413,1049.0
581414,1055.0
581415,707.0
581417,954.0
581418,1026.0
581419,853.0
581524,1008.0
581525,1005.0
581526,1029.0
581527,1044.0
581528,1024.0
581529,569.0
581530,102.0
581535,889.0
581536,1040.0
581537,1023.0
581538,1013.0
581539,1020.0
581540,1036.0
581541,1050.0
581542,1049.0
581543,1017.0
581545,1087.0
581546,1067.0
581547,1077.0
581548,1074.0
581549,992.0
581553,895.0
581554,1029.0
