,data
565120,975.0
565121,984.0
565122,965.0
565123,977.0
581376,972.0
581377,975.0
581378,971.0
581379,1008.0
581380,956.0
581393,929.0
581395,734.0
581504,960.0
581505,1000.0
581506,1029.0
581507,1038.0
581508,1022.0
581519,833.0
581520,929.0
581521,960.0
581522,980.0
581523,932.0
581524,934.0
581525,945.0
581526,875.0
581527,882.0
581528,963.0
581546,720.0
581632,978.0
581633,951.0
581634,975.0
581635,1011.0
581636,935.0
581645,987.0
581646,806.0
581647,832.0
581648,946.0
581649,957.0
581650,944.0
581651,988.0
581652,875.0
581654,937.0
581655,903.0
581669,595.0
581670,817.0
581671,963.0
581672,928.0
581673,936.0
581674,981.0
581675,946.0
581676,878.0
581677,909.0
581760,964.0
581761,965.0
581762,980.0
581763,997.0
581775,903.0
581776,912.0
581777,948.0
581778,858.0
581779,717.0
581780,857.0
581782,555.0
581796,625.0
581798,945.0
581799,964.0
581800,985.0
581801,1008.0
581802,995.0
581803,1001.0
581804,1009.0
581805,909.0
581806,801.0
581926,953.0
581927,1000.0
581928,988.0
581929,988.0
581930,995.0
581931,993.0
581932,957.0
581933,954.0
582054,882.0
582055,978.0
582056,925.0
582057,942.0
582058,986.0
582059,957.0
582060,874.0
582061,930.0
597510,1005.0
597511,983.0
597519,814.0
597520,831.0
597521,912.0
597522,884.0
597523,670.0
597524,757.0
597525,976.0
597526,784.0
597527,760.0
597528,964.0
597529,789.0
597632,946.0
597633,975.0
597634,980.0
597635,973.0
597636,967.0
597637,958.0
597638,962.0
597639,986.0
597640,915.0
597646,982.0
597647,999.0
597648,1008.0
597649,1015.0
597650,1024.0
597651,1015.0
597652,1010.0
597653,1016.0
597654,1004.0
597655,1010.0
597656,1012.0
597657,1031.0
597658,1008.0
597659,896.0
597660,977.0
597661,1015.0
597662,921.0
597663,931.0
597673,845.0
597760,992.0
597761,1006.0
597762,1007.0
597763,1009.0
597764,1025.0
597765,1013.0
597766,868.0
597767,667.0
597768,740.0
597769,764.0
597770,796.0
597771,748.0
597772,631.0
597773,918.0
597774,996.0
597775,982.0
597776,985.0
597777,1000.0
597778,1012.0
597779,1018.0
597780,1020.0
597781,1009.0
597782,1012.0
597783,1028.0
597784,1034.0
597785,1037.0
597786,1049.0
597787,1041.0
597788,1012.0
597789,1024.0
597790,1020.0
597791,1019.0
597792,1016.0
597793,973.0
597794,937.0
597795,996.0
597796,964.0
597797,909.0
597798,987.0
597799,1018.0
597800,991.0
597801,1011.0
597802,1019.0
597803,1010.0
597804,1006.0
597805,1025.0
597806,993.0
597888,1047.0
597889,1045.0
597890,1045.0
597891,1053.0
597892,1053.0
597895,1037.0
597896,1019.0
597897,1034.0
597898,1036.0
597899,1029.0
597900,1028.0
597901,997.0
597902,993.0
597903,971.0
597904,990.0
597905,1008.0
597906,1021.0
597907,1013.0
597908,1010.0
597909,1014.0
597910,1027.0
597911,1038.0
597912,1040.0
597913,1040.0
597914,1039.0
597915,1038.0
597916,1012.0
597917,1005.0
597918,1011.0
597919,1013.0
597920,1019.0
597921,1023.0
597922,1017.0
597923,988.0
597924,1000.0
597925,993.0
597926,982.0
597927,978.0
597928,976.0
597929,973.0
597930,973.0
597931,986.0
597932,976.0
597933,978.0
597934,997.0
597935,995.0
597936,986.0
597937,997.0
598016,1017.0
598017,1027.0
598018,1030.0
598019,983.0
598020,545.0
598024,844.0
598025,1020.0
598026,1045.0
598027,1029.0
598028,1013.0
598029,1007.0
598030,986.0
598031,962.0
598032,994.0
598033,1020.0
598034,1020.0
598035,1029.0
598036,1031.0
598037,1033.0
598038,1042.0
598039,1045.0
598040,1040.0
598041,1041.0
598042,1040.0
598043,1040.0
598044,1010.0
598045,1015.0
598046,1014.0
598047,1019.0
598048,1016.0
598049,1007.0
598050,991.0
598051,985.0
598052,977.0
598053,961.0
598054,950.0
598055,954.0
598056,957.0
598057,971.0
598058,981.0
598059,976.0
598060,973.0
598061,951.0
598062,961.0
598063,966.0
598064,995.0
598065,980.0
598066,836.0
598144,982.0
598145,981.0
598146,966.0
598147,959.0
598148,962.0
598154,797.0
