,data
549026,1516.0
564897,925.0
564898,1015.0
564899,1019.0
564900,996.0
564901,1015.0
564902,1041.0
564903,1012.0
564904,977.0
564906,965.0
565022,832.0
565023,931.0
565024,992.0
565025,1012.0
565026,1017.0
565027,1006.0
565028,1023.0
565029,1029.0
565030,1029.0
565031,1033.0
565032,1040.0
565033,1034.0
565034,993.0
565035,1007.0
565120,1011.0
565121,1014.0
565122,991.0
565123,989.0
565124,968.0
565125,953.0
565126,937.0
565127,960.0
565128,955.0
565129,987.0
565149,841.0
565150,954.0
565151,1014.0
565152,1018.0
565153,1011.0
565154,1038.0
565155,1016.0
565156,1019.0
565157,1010.0
565158,1018.0
565159,1034.0
565160,1045.0
565161,1044.0
565162,1053.0
565163,1011.0
565164,954.0
565248,1016.0
565249,1015.0
565250,1011.0
565251,1008.0
565252,1010.0
565253,1014.0
565254,1023.0
565255,1020.0
565256,1016.0
565257,1035.0
565258,1021.0
565277,987.0
565278,1000.0
565279,1025.0
565280,1042.0
565281,1038.0
565282,1030.0
565283,1038.0
565284,1048.0
565285,1048.0
565286,1038.0
565287,1046.0
565288,1060.0
565289,1061.0
565290,1060.0
565291,1050.0
565292,938.0
565376,1015.0
565377,1018.0
565378,1021.0
565379,1014.0
565380,1012.0
565381,1009.0
565382,1000.0
565383,1005.0
565384,1014.0
565385,1033.0
565386,1029.0
565405,831.0
565406,967.0
565407,1011.0
565408,1016.0
565409,1028.0
565410,1077.0
565411,1035.0
565412,1033.0
565413,1032.0
565414,1038.0
565415,1053.0
565416,1058.0
565417,1055.0
565418,1054.0
565419,1038.0
565420,997.0
565504,1033.0
565505,1036.0
565506,1024.0
565507,1032.0
565508,1025.0
565509,1024.0
565510,1016.0
565511,1021.0
565512,1033.0
565513,1042.0
565514,983.0
565534,946.0
565535,992.0
565536,1018.0
565537,1017.0
565538,1010.0
565539,1018.0
565540,1007.0
565541,1009.0
565542,1024.0
565543,1032.0
565544,1064.0
565545,1042.0
565546,1043.0
565547,1002.0
565548,1016.0
565632,1023.0
565633,1014.0
565634,1008.0
565635,960.0
565636,929.0
565640,804.0
565641,746.0
565664,1003.0
565665,938.0
565666,1000.0
565667,1030.0
565668,1028.0
565669,1034.0
565670,1027.0
565671,1033.0
565672,1020.0
565673,1015.0
565674,1008.0
565795,731.0
565796,841.0
565797,997.0
565798,843.0
565800,926.0
581025,554.0
581026,745.0
581027,959.0
581028,905.0
581029,892.0
581030,924.0
581031,945.0
581149,814.0
581150,990.0
581151,1009.0
581152,1029.0
581153,1024.0
581154,1010.0
581155,1004.0
581156,996.0
581157,983.0
581158,999.0
581159,1003.0
581160,1005.0
581161,1004.0
581162,1018.0
581163,977.0
581248,875.0
581249,879.0
581250,856.0
581251,793.0
581252,788.0
581253,797.0
581254,759.0
581255,672.0
581256,671.0
581276,988.0
581277,1023.0
581278,1026.0
581279,1012.0
581280,1002.0
581281,999.0
581282,1009.0
581283,1037.0
581284,1040.0
581285,1053.0
581286,1061.0
581287,1072.0
581288,1087.0
581289,1066.0
581290,1050.0
581291,1033.0
581292,1016.0
581293,853.0
581376,1033.0
581377,1026.0
581378,1032.0
581379,1034.0
581380,1039.0
581381,1033.0
581382,1033.0
581383,1023.0
581384,1035.0
581385,1042.0
581386,1038.0
581387,802.0
581402,959.0
581403,1023.0
581404,1024.0
581405,1004.0
581406,994.0
581407,1010.0
581408,1036.0
581409,1046.0
581410,1067.0
581411,1086.0
581412,1093.0
581413,1151.0
581414,1308.0
581415,1569.0
581416,1858.0
581417,1963.0
581418,1682.0
581419,1223.0
581420,1050.0
581421,1032.0
581504,1029.0
581505,1024.0
581506,1010.0
581507,1016.0
581508,1028.0
