,data
614298,622.0
614299,746.0
614300,887.0
630298,960.0
630299,964.0
630300,945.0
630301,953.0
630422,975.0
630423,996.0
630424,995.0
630425,997.0
630426,988.0
630427,980.0
630428,976.0
630429,976.0
630430,994.0
630431,994.0
630432,888.0
630548,968.0
630549,955.0
630550,994.0
630551,982.0
630552,968.0
630553,955.0
630554,960.0
630555,962.0
630556,956.0
630557,954.0
630558,966.0
630559,936.0
630560,994.0
630561,989.0
630562,732.0
630675,707.0
630676,883.0
630677,961.0
630678,976.0
630679,952.0
630680,966.0
630681,980.0
630682,980.0
630683,982.0
630684,973.0
630685,942.0
630686,924.0
630687,915.0
630688,942.0
630689,988.0
630690,848.0
630804,993.0
630805,1005.0
630806,976.0
630807,960.0
630808,930.0
630809,939.0
630810,936.0
630811,944.0
630812,936.0
630813,962.0
630814,972.0
630815,953.0
630816,975.0
630817,966.0
630933,968.0
630934,1006.0
630935,976.0
630936,969.0
630937,966.0
630938,974.0
630939,975.0
630940,984.0
630941,986.0
630942,974.0
630943,987.0
630944,944.0
631063,962.0
631064,987.0
631065,998.0
631066,1002.0
631067,985.0
631068,998.0
631069,1008.0
631070,986.0
631071,842.0
646551,932.0
646552,986.0
646553,1008.0
646554,1002.0
646555,984.0
646556,1005.0
646557,995.0
646558,970.0
646559,882.0
646676,965.0
646677,1004.0
646678,1004.0
646679,1012.0
646680,1001.0
646681,980.0
646682,980.0
646683,972.0
646684,955.0
646685,949.0
646686,953.0
646687,961.0
646688,990.0
646689,933.0
646802,1006.0
646803,1014.0
646804,985.0
646805,952.0
646806,974.0
646807,1011.0
646808,1038.0
646809,1039.0
646810,1031.0
646811,1031.0
646812,1012.0
646813,996.0
646814,961.0
646815,949.0
646816,967.0
646817,990.0
646818,994.0
646819,757.0
646929,936.0
646930,1009.0
646931,974.0
646932,953.0
646933,968.0
646934,986.0
646935,988.0
646936,992.0
646937,1005.0
646938,1026.0
646939,1030.0
646940,1014.0
646941,1010.0
646942,1008.0
646943,971.0
646944,973.0
646945,958.0
646946,962.0
646947,994.0
646948,882.0
647056,796.0
647057,966.0
647058,986.0
647059,966.0
647060,968.0
647061,984.0
647062,998.0
647063,993.0
647064,962.0
647065,959.0
647066,974.0
647067,1014.0
647068,1033.0
647069,1034.0
647070,1022.0
647071,967.0
647072,937.0
647073,931.0
647074,953.0
647075,984.0
647076,937.0
647184,919.0
647185,1018.0
647186,998.0
647187,974.0
647188,960.0
647189,966.0
647190,997.0
647191,1013.0
647192,1018.0
647193,1020.0
647194,1036.0
647195,1033.0
647196,1034.0
647197,1013.0
647198,989.0
647199,961.0
647200,936.0
647201,932.0
647202,969.0
647203,996.0
647204,856.0
647313,843.0
647314,999.0
647315,983.0
647316,975.0
647317,960.0
647318,975.0
647319,980.0
647320,994.0
647321,1002.0
647322,1015.0
647323,1015.0
647324,1003.0
647325,995.0
647326,961.0
647327,930.0
647328,923.0
647329,960.0
647330,1006.0
647331,866.0
647443,840.0
647444,993.0
647445,990.0
647446,988.0
647447,977.0
647448,972.0
647449,987.0
647450,1012.0
647451,1008.0
647452,984.0
647453,951.0
647454,949.0
647455,956.0
647456,961.0
647457,1009.0
647458,874.0
647574,878.0
647575,998.0
647576,1019.0
647577,1000.0
647578,982.0
647579,985.0
647580,961.0
647581,958.0
647582,985.0
647583,1009.0
647584,951.0
662807,1005.0
662808,964.0
662809,991.0
662810,998.0
662811,990.0
662812,975.0
662813,967.0
662814,960.0
662815,877.0
662931,750.0
662932,986.0
662933,1006.0
662934,1024.0
662935,1003.0
662936,971.0
662937,953.0
662938,949.0
662939,959.0
662940,947.0
662941,935.0
662942,961.0
662943,989.0
662944,998.0
662945,982.0
662946,844.0
663056,783.0
663057,966.0
663058,991.0
663059,965.0
663060,960.0
663061,992.0
663062,1007.0
663063,1024.0
663064,1033.0
663065,1048.0
663066,1042.0
663067,1049.0
663068,1036.0
663069,1034.0
663070,1014.0
663071,962.0
663072,967.0
663073,968.0
663074,979.0
663075,996.0
663076,925.0
663182,684.0
663183,963.0
663184,995.0
663185,976.0
663186,962.0
663187,966.0
663188,1001.0
663189,1040.0
663190,1048.0
663191,1025.0
