,data
548870,904.0
548871,521.0
548872,638.0
548873,914.0
548874,284.0
548997,706.0
548998,919.0
548999,939.0
549000,941.0
549001,953.0
549002,941.0
549003,832.0
549126,360.0
549127,859.0
549128,942.0
549129,574.0
549130,632.0
565126,895.0
565127,602.0
565128,645.0
565129,898.0
565130,324.0
565250,466.0
565251,411.0
565252,904.0
565253,993.0
565254,1003.0
565255,989.0
565256,991.0
565257,1013.0
565258,1021.0
565259,1021.0
565260,884.0
565261,371.0
565379,897.0
565380,1020.0
565381,1014.0
565382,1010.0
565383,1005.0
565384,1039.0
565385,1070.0
565386,1068.0
565387,1047.0
565388,1008.0
565389,854.0
565390,803.0
565507,401.0
565508,898.0
565509,1026.0
565510,1016.0
565511,1008.0
565512,1014.0
565513,1043.0
565514,1028.0
565515,1019.0
565516,910.0
565517,896.0
565636,166.0
565637,602.0
565638,472.0
565639,686.0
565640,983.0
565641,750.0
565642,625.0
565643,854.0
565644,647.0
581382,639.0
581383,335.0
581384,154.0
581385,722.0
581386,575.0
581387,455.0
581388,831.0
581389,882.0
581506,821.0
581507,604.0
581508,506.0
581509,715.0
581510,913.0
581511,993.0
581512,997.0
581513,998.0
581514,1024.0
581515,1036.0
581516,926.0
581517,371.0
581518,360.0
581519,833.0
581632,722.0
581633,786.0
581634,883.0
581635,936.0
581636,1021.0
581637,995.0
581638,972.0
581639,980.0
581640,1013.0
581641,973.0
581642,959.0
581643,967.0
581644,912.0
581645,480.0
581646,306.0
581647,339.0
581648,574.0
581760,967.0
581761,1041.0
581762,1122.0
581763,1225.0
581764,1260.0
581765,1079.0
581766,1037.0
581767,1044.0
581768,1006.0
581769,1029.0
581770,1056.0
581771,1050.0
581772,1051.0
581773,1026.0
581774,913.0
581775,631.0
581776,515.0
581889,572.0
581890,634.0
581891,737.0
581892,996.0
581893,1020.0
581894,971.0
581895,1000.0
581896,999.0
581897,904.0
581898,927.0
581899,1022.0
581900,1004.0
581901,942.0
581902,818.0
581903,649.0
581904,716.0
582020,489.0
582021,649.0
582022,869.0
582023,969.0
582024,993.0
582025,1019.0
582026,1029.0
582027,1015.0
582028,780.0
582029,196.0
582030,295.0
582031,128.0
582150,336.0
582151,137.0
582152,614.0
582153,538.0
582154,492.0
582155,876.0
582156,859.0
582157,304.0
582158,440.0
582281,259.0
582284,652.0
597517,514.0
597638,424.0
597639,726.0
597640,169.0
597641,218.0
597642,530.0
597643,263.0
597644,473.0
597645,851.0
597646,704.0
597647,453.0
597648,661.0
597762,616.0
597763,825.0
597764,435.0
597765,437.0
597766,277.0
597767,145.0
597768,112.0
597769,313.0
597770,869.0
597771,999.0
597772,997.0
597773,1002.0
597774,1013.0
597775,1030.0
597776,1015.0
597888,930.0
597889,918.0
597890,912.0
597891,858.0
597892,842.0
597893,931.0
597894,981.0
597895,992.0
597896,992.0
597897,992.0
597898,1012.0
597899,1003.0
597900,711.0
597901,186.0
597902,147.0
597903,219.0
597904,361.0
597905,643.0
597907,872.0
597908,959.0
597909,985.0
597910,967.0
597911,873.0
597912,894.0
597930,915.0
597931,973.0
597932,965.0
597933,960.0
597934,954.0
597935,949.0
597936,932.0
597937,979.0
598016,1089.0
598017,1097.0
598018,1096.0
598019,1075.0
598020,1083.0
598021,1053.0
598022,995.0
598023,993.0
598024,933.0
598025,511.0
598026,205.0
598027,96.0
598028,41.0
598029,39.0
598030,68.0
598031,363.0
598032,805.0
598033,996.0
598034,1014.0
598035,991.0
598036,981.0
598037,968.0
598038,992.0
598039,982.0
598040,982.0
598041,941.0
598042,952.0
598057,949.0
598058,980.0
598059,967.0
598060,959.0
598061,953.0
598062,955.0
598063,951.0
598064,968.0
598065,977.0
598066,984.0
598144,1375.0
598145,1221.0
598146,1218.0
598147,1206.0
598148,1168.0
598149,1178.0
598150,1057.0
598151,987.0
598152,466.0
598153,337.0
598154,715.0
598155,897.0
598156,864.0
598157,837.0
598158,923.0
598159,1014.0
598160,1039.0
598161,1021.0
598162,985.0
598163,989.0
598164,988.0
598165,957.0
598166,950.0
598167,950.0
598168,953.0
598169,948.0
598170,978.0
598186,1002.0
598187,983.0
598188,959.0
598189,965.0
598190,940.0
598191,951.0
598192,966.0
598193,967.0
598194,933.0
598272,1013.0
598273,1043.0
598274,1048.0
598275,1036.0
598276,1036.0
598277,1004.0
598278,975.0
598279,970.0
598280,986.0
598281,692.0
598282,535.0
598283,793.0
598284,929.0
598285,981.0
598286,1028.0
598287,1050.0
598288,1041.0
598289,1014.0
598290,994.0
598291,987.0
598292,977.0
598293,972.0
598294,957.0
598295,939.0
598296,915.0
598297,986.0
598298,862.0
598314,914.0
598315,992.0
598316,1000.0
598317,987.0
598318,978.0
598319,972.0
598320,979.0
598321,997.0
598322,974.0
598401,852.0
598402,787.0
598403,473.0
598404,317.0
598405,444.0
598406,717.0
598407,911.0
598408,983.0
598409,1008.0
598410,1020.0
598411,906.0
598412,195.0
598413,36.0
598414,71.0
598415,427.0
598416,836.0
598417,986.0
598418,995.0
598419,993.0
598420,999.0
598421,964.0
598422,942.0
598423,961.0
598424,903.0
598442,939.0
598443,951.0
598444,951.0
598445,954.0
598446,951.0
598447,962.0
598448,980.0
598449,940.0
598450,875.0
598532,482.0
598533,678.0
598534,385.0
598535,132.0
598536,105.0
598537,750.0
598538,1025.0
598539,1023.0
598540,985.0
