,data
6577,16.0
6705,10.0
6833,55.0
6834,7.0
8498,4.0
8882,1.0
9138,6.0
9266,17.0
9393,1.0
9394,28.0
22449,19.0
22450,6.0
22451,17.0
22577,16.0
22961,19.0
23089,20.0
23217,55.0
23218,12.0
24882,7.0
25010,3.0
25138,18.0
25266,3.0
25394,10.0
25522,28.0
25649,2.0
25650,23.0
25778,10.0
25906,10.0
26034,13.0
38577,14.0
38705,20.0
38707,8.0
38833,27.0
38834,11.0
38835,37.0
38961,31.0
38962,1.0
39089,18.0
39091,3.0
39345,21.0
39473,20.0
39601,68.0
39602,15.0
39603,3.0
39729,6.0
41138,4.0
41266,14.0
41394,14.0
41522,12.0
41650,11.0
41778,33.0
41905,1.0
41906,20.0
42034,7.0
42162,12.0
42290,21.0
42418,19.0
42546,23.0
54833,4.0
55089,19.0
55090,6.0
55091,7.0
55217,47.0
55345,40.0
55346,9.0
55347,30.0
55473,20.0
55729,9.0
55857,28.0
55985,74.0
55986,10.0
55987,22.0
56113,13.0
56616,49.0
56744,33.0
56872,39.0
57000,16.0
57522,10.0
57640,1.0
57650,25.0
57778,14.0
57906,27.0
58034,44.0
58162,13.0
58290,19.0
58418,13.0
58546,18.0
58674,28.0
58802,22.0
58930,24.0
59058,11.0
71089,59.0
71217,42.0
71218,23.0
71219,23.0
71345,21.0
71601,28.0
71602,9.0
71603,23.0
71729,61.0
71731,11.0
71857,41.0
71858,12.0
71859,20.0
71985,22.0
71987,6.0
72006,3.0
72241,43.0
72369,80.0
72371,36.0
72497,24.0
72500,1.0
73000,219.0
73128,207.0
73256,199.0
73384,174.0
73906,17.0
74034,33.0
74162,49.0
74163,1.0
74280,2.0
74290,39.0
74418,22.0
74546,24.0
74674,28.0
74802,21.0
74930,19.0
75058,23.0
75186,27.0
75314,25.0
75442,13.0
75570,10.0
87345,16.0
87473,64.0
87474,103.0
87475,70.0
87601,72.0
87602,81.0
87603,90.0
87729,68.0
87730,46.0
87731,51.0
87857,33.0
87858,7.0
87859,7.0
87875,2.0
87985,1.0
88002,1.0
88004,1.0
88005,8.0
88113,62.0
88114,21.0
88115,32.0
88241,57.0
88243,43.0
88244,1.0
88260,2.0
88262,6.0
88369,48.0
88370,26.0
88371,5.0
88390,6.0
88616,7.0
88625,57.0
88753,101.0
88755,24.0
88872,3.0
88881,34.0
88883,2.0
89009,5.0
89256,204.0
89384,202.0
89512,101.0
89640,109.0
89768,511.0
89896,337.0
90024,117.0
90152,26.0
90290,37.0
90418,63.0
90419,9.0
90536,5.0
90546,40.0
90664,5.0
90674,32.0
90802,37.0
90930,33.0
91058,28.0
91186,23.0
91314,21.0
91442,20.0
91570,31.0
91698,22.0
103857,5.0
103859,33.0
103984,5.0
103985,59.0
103986,90.0
103987,74.0
104112,5.0
104113,101.0
104114,121.0
104115,116.0
104241,86.0
104242,67.0
104243,73.0
104244,3.0
104369,47.0
104370,26.0
104371,30.0
104386,3.0
104390,6.0
104497,19.0
104515,6.0
104516,5.0
104517,2.0
104518,3.0
104625,86.0
104626,32.0
104627,53.0
104646,4.0
104647,2.0
104753,71.0
104754,12.0
104755,50.0
104756,2.0
104774,1.0
104881,34.0
104883,5.0
105000,1.0
105009,45.0
105137,113.0
105256,15.0
105265,70.0
105267,16.0
105268,2.0
105384,98.0
105393,4.0
105512,326.0
105640,617.0
105641,23.0
105768,553.0
105769,202.0
105781,3.0
105896,447.0
105897,209.0
106024,697.0
106025,302.0
106032,6.0
106033,11.0
106036,10.0
106037,19.0
106152,678.0
106153,179.0
106161,13.0
106163,14.0
106164,22.0
106165,31.0
106166,4.0
106280,323.0
106289,10.0
106290,30.0
106292,23.0
106293,31.0
106408,407.0
106418,18.0
106536,298.0
106546,20.0
106665,1.0
106674,38.0
106675,3.0
106802,36.0
106920,4.0
106930,49.0
107048,5.0
107058,59.0
107176,5.0
107186,45.0
107314,33.0
107442,27.0
107570,28.0
107698,34.0
107826,23.0
107954,19.0
108585,3.0
108713,1.0
119852,2.0
120237,5.0
120368,6.0
120497,54.0
120498,82.0
120499,84.0
120500,1.0
120517,5.0
120624,5.0
120625,112.0
120626,143.0
120627,149.0
120628,3.0
120646,7.0
120753,111.0
120754,103.0
120755,109.0
120756,4.0
120770,1.0
120771,1.0
120773,5.0
120774,6.0
120775,5.0
120881,61.0
120882,44.0
120883,60.0
120901,5.0
120902,9.0
121009,62.0
121030,4.0
121137,98.0
121138,28.0
121139,60.0
121140,4.0
121158,3.0
121256,3.0
121265,79.0
121266,35.0
121267,44.0
121393,51.0
121512,7.0
121520,6.0
121521,134.0
121640,107.0
121649,92.0
121651,34.0
121652,17.0
121655,6.0
121768,512.0
121777,38.0
121780,15.0
121896,176.0
121902,11.0
121903,62.0
121904,25.0
121905,106.0
121908,184.0
121909,112.0
121910,36.0
122024,73.0
122025,277.0
122026,101.0
122030,44.0
122031,115.0
122032,439.0
122033,384.0
122036,336.0
122037,126.0
122038,153.0
122039,44.0
122152,518.0
122153,594.0
122154,147.0
122155,35.0
122156,16.0
122157,48.0
122158,92.0
122159,80.0
122160,588.0
122161,155.0
122162,113.0
122163,187.0
122164,516.0
122165,92.0
122166,284.0
122167,105.0
122280,742.0
122281,242.0
122282,85.0
122283,35.0
122284,33.0
122285,122.0
122286,240.0
122287,274.0
122288,651.0
122289,167.0
122290,325.0
122291,559.0
122292,658.0
122293,265.0
122294,492.0
122295,169.0
122296,10.0
122408,895.0
122409,283.0
122410,160.0
122411,50.0
122412,20.0
122413,34.0
122414,215.0
122415,589.0
122416,677.0
122417,385.0
122418,582.0
122419,361.0
122420,395.0
122421,828.0
122422,688.0
122423,350.0
122424,115.0
122425,18.0
122536,776.0
122537,754.0
122538,350.0
122539,83.0
122540,54.0
122541,55.0
122542,236.0
122543,280.0
122544,210.0
122545,845.0
122546,722.0
122547,479.0
122548,412.0
122549,599.0
122550,152.0
122551,551.0
122552,290.0
122553,46.0
122664,486.0
122665,506.0
122666,141.0
122667,32.0
122668,14.0
