,data
532619,1010.0
532620,1009.0
532621,1011.0
532652,964.0
532653,989.0
532746,949.0
532747,1022.0
532748,1032.0
532749,1022.0
532750,1007.0
532780,958.0
532781,903.0
532782,982.0
532783,910.0
532875,1008.0
532876,1032.0
532877,1032.0
532878,1009.0
532908,915.0
532909,1006.0
533003,970.0
533004,1017.0
548655,798.0
548778,1021.0
548779,1063.0
548780,1066.0
548781,1067.0
548782,1062.0
548783,1060.0
548784,1059.0
548785,1036.0
548874,934.0
548875,1013.0
548876,1021.0
548877,1027.0
548905,1039.0
548906,1034.0
548907,1052.0
548908,1064.0
548909,1058.0
548910,1052.0
548911,1052.0
548912,1059.0
548913,1054.0
548914,1059.0
548915,947.0
549001,981.0
549002,1025.0
549003,660.0
549004,302.0
549005,357.0
549032,952.0
549033,941.0
549034,1050.0
549035,1048.0
549036,1039.0
549037,1016.0
549038,1039.0
549039,1032.0
549040,1045.0
549041,1055.0
549042,1048.0
549043,1033.0
549129,1014.0
549130,974.0
549131,944.0
549132,779.0
549133,802.0
549134,938.0
549136,994.0
549159,793.0
549160,902.0
549161,883.0
549162,1016.0
549163,1045.0
549164,1040.0
549165,1027.0
549166,1035.0
549167,1028.0
549168,1035.0
549169,1057.0
549170,1074.0
549171,1058.0
549257,1018.0
549258,1028.0
549259,869.0
549260,368.0
549261,270.0
549262,673.0
549288,726.0
549289,915.0
549290,965.0
549291,1037.0
549292,1031.0
549293,1011.0
549294,1056.0
549295,1050.0
549296,1053.0
549297,1054.0
549298,1065.0
549299,1029.0
549385,866.0
549386,1036.0
549387,1024.0
549388,1018.0
549389,1030.0
549390,863.0
549417,946.0
549418,1013.0
549419,1017.0
549420,1037.0
549421,1052.0
549422,1052.0
549423,1037.0
549424,1015.0
549425,1056.0
549426,1074.0
549515,1002.0
549516,1021.0
549545,1025.0
549546,1065.0
549547,1043.0
549548,1050.0
549549,1057.0
549550,1050.0
549551,1061.0
549552,1066.0
549553,1031.0
549676,970.0
549677,1012.0
549678,970.0
549679,909.0
564908,829.0
564909,997.0
564910,1042.0
564911,1050.0
564912,1050.0
564913,1025.0
564914,878.0
565032,955.0
565033,1088.0
565034,1082.0
565035,1071.0
565036,1073.0
565037,1061.0
565038,1048.0
565039,1044.0
565040,1037.0
565041,1041.0
565042,1042.0
565043,1035.0
565132,953.0
565157,896.0
565158,1077.0
565159,1145.0
565160,1138.0
565161,1101.0
565162,1078.0
565163,1040.0
565164,1012.0
565165,980.0
565166,970.0
565167,962.0
565168,949.0
565169,936.0
565170,960.0
565171,1017.0
565172,1036.0
565257,976.0
565258,1004.0
565259,1012.0
565260,974.0
565261,965.0
565284,1018.0
565285,1049.0
565286,1104.0
565287,1110.0
565288,1150.0
565289,1104.0
565290,1049.0
565291,992.0
565292,1003.0
565293,1008.0
565294,1010.0
565295,1002.0
565296,983.0
565297,976.0
565298,933.0
565299,948.0
565300,1037.0
565301,978.0
565383,890.0
565384,1021.0
565385,1037.0
565386,671.0
565387,119.0
565388,245.0
565389,403.0
565392,1000.0
565393,982.0
565412,915.0
565413,1039.0
565414,1074.0
565415,978.0
565416,1070.0
565417,1052.0
565418,1003.0
565419,1000.0
565420,1019.0
565421,1029.0
565422,1030.0
565423,1024.0
565424,1023.0
565425,984.0
565426,951.0
565427,967.0
565428,1034.0
565429,1035.0
565511,976.0
565512,1004.0
565513,1006.0
565514,1020.0
565515,1018.0
565516,1032.0
565517,1028.0
565518,1018.0
565519,1030.0
565520,1033.0
565521,1022.0
565540,917.0
565541,1070.0
565542,1052.0
565543,893.0
565544,1031.0
565545,1081.0
565546,1038.0
565547,1000.0
565548,1018.0
565549,1039.0
565550,1040.0
565551,1043.0
565552,1044.0
565553,1019.0
565554,977.0
565555,966.0
565556,1040.0
565557,1034.0
565639,918.0
565640,1021.0
565641,1006.0
565642,906.0
565643,293.0
565644,96.0
565645,61.0
565646,74.0
565668,770.0
565669,1014.0
565670,843.0
565671,603.0
565672,837.0
565673,988.0
565674,1001.0
565675,998.0
565676,1007.0
565677,1028.0
565678,1034.0
565679,1031.0
565680,1017.0
565681,977.0
565682,957.0
565683,976.0
565684,1035.0
565685,1016.0
565768,860.0
565769,1019.0
565770,910.0
565771,312.0
565772,117.0
565773,138.0
565774,55.0
565796,619.0
565797,895.0
565799,316.0
565800,603.0
565801,968.0
565802,991.0
565803,990.0
565804,990.0
565805,998.0
565806,1008.0
565807,996.0
565808,958.0
565809,962.0
565810,965.0
565811,991.0
565812,1047.0
565813,898.0
565898,984.0
565899,1012.0
565900,1025.0
565901,1035.0
565902,895.0
565924,907.0
565925,875.0
565927,198.0
565928,471.0
565929,1021.0
565930,1043.0
565931,1036.0
565932,1029.0
565933,1013.0
565934,1005.0
565935,1009.0
565936,1003.0
565937,998.0
565938,1022.0
565939,1047.0
565940,1051.0
566056,493.0
566057,969.0
566058,1044.0
566059,1066.0
566060,1075.0
566061,1067.0
566062,1056.0
566063,1067.0
566064,1067.0
566065,1066.0
566066,1066.0
566067,1066.0
566187,851.0
566188,1027.0
566189,1071.0
566190,1068.0
566191,1069.0
566192,1072.0
566193,1073.0
566194,947.0
581163,560.0
581164,915.0
581165,1048.0
581166,1060.0
581167,1055.0
581168,1045.0
581169,1053.0
581170,1013.0
581171,691.0
581286,802.0
581287,1004.0
581288,1092.0
581289,1102.0
581290,1080.0
581291,1071.0
581292,1068.0
581293,1033.0
581294,999.0
581295,961.0
581296,965.0
581297,963.0
581298,1000.0
581299,1044.0
581300,946.0
581412,997.0
581413,1044.0
581414,1073.0
581415,1107.0
581416,1133.0
581417,1064.0
581418,1021.0
581419,1005.0
581420,981.0
581421,958.0
581422,964.0
581423,980.0
581424,975.0
581425,990.0
581426,1027.0
581427,1023.0
581428,1035.0
581429,1013.0
581516,1008.0
581517,1024.0
581518,1003.0
581539,812.0
581540,1040.0
581541,1056.0
581542,1114.0
581543,1265.0
581544,1253.0
581545,1079.0
581546,1014.0
581547,975.0
581548,997.0
581549,1005.0
581550,1019.0
581551,1018.0
581552,1008.0
581553,1020.0
581554,1063.0
581555,1296.0
581556,1194.0
581557,1024.0
581558,1008.0
581640,869.0
581641,997.0
581642,980.0
581643,932.0
581644,724.0
581645,543.0
581646,182.0
581665,728.0
581666,967.0
581667,1064.0
581668,1061.0
581669,1056.0
581670,1119.0
581671,1162.0
581672,1137.0
581673,1079.0
581674,1060.0
581675,1046.0
581676,1036.0
581677,1016.0
581678,1053.0
581679,1072.0
581680,1088.0
581681,1369.0
581682,1917.0
581683,2344.0
581684,1721.0
581685,1041.0
581686,1056.0
581766,811.0
581767,1009.0
581768,996.0
581769,1015.0
581770,744.0
581771,713.0
581772,855.0
581773,852.0
581774,826.0
581775,865.0
581776,1013.0
581777,1042.0
581778,1043.0
581779,1010.0
581793,1049.0
581794,1078.0
581795,1051.0
581796,1028.0
581797,1068.0
581798,1177.0
581799,1227.0
581800,1211.0
581801,1100.0
581802,1079.0
581803,1057.0
581804,1053.0
581805,1032.0
581806,1015.0
581807,1165.0
581808,1866.0
581809,2394.0
581810,2417.0
581811,2452.0
581812,2024.0
581813,1083.0
581814,1050.0
581815,836.0
581894,953.0
581895,1021.0
581896,1042.0
581897,1057.0
581898,1021.0
581899,1031.0
581900,1042.0
581901,1034.0
581902,1013.0
581903,1026.0
581904,1034.0
581905,1042.0
581906,1052.0
581907,893.0
581921,1079.0
581922,1072.0
581923,1052.0
581924,1045.0
581925,1065.0
581926,1100.0
581927,909.0
581928,1059.0
581929,1076.0
581930,1048.0
581931,1018.0
581932,982.0
581933,968.0
581934,980.0
581935,1407.0
581936,2098.0
581937,2280.0
581938,2179.0
581939,2224.0
581940,2035.0
581941,1083.0
581942,1049.0
581943,826.0
582022,903.0
582023,1010.0
582024,1025.0
582025,1037.0
582026,585.0
582027,53.0
582028,44.0
582029,63.0
582030,48.0
582048,595.0
582049,1021.0
582050,1062.0
582051,1043.0
582052,1033.0
582053,1039.0
582054,1027.0
582055,784.0
582056,961.0
582057,1055.0
582058,1052.0
582059,1052.0
582060,1050.0
582061,1012.0
582062,999.0
582063,1043.0
582064,1305.0
582065,1882.0
582066,2281.0
582067,2319.0
582068,1843.0
582069,1058.0
582070,1058.0
582151,904.0
582152,1032.0
582153,1025.0
582154,640.0
582155,79.0
582156,37.0
582157,37.0
582158,28.0
582176,428.0
582177,946.0
582178,1071.0
582179,1060.0
582180,1043.0
582181,1028.0
582182,707.0
582183,259.0
582184,736.0
582185,1007.0
582186,1003.0
582187,1045.0
582188,1040.0
582189,1039.0
582190,1050.0
582191,1046.0
582192,1076.0
582193,1066.0
582194,1109.0
582195,1355.0
582196,1274.0
582197,1013.0
582198,1053.0
582281,890.0
582282,1003.0
582283,993.0
582284,1012.0
582285,1041.0
582286,903.0
582306,685.0
582307,961.0
582308,1060.0
582309,1038.0
582310,554.0
582312,271.0
582313,861.0
582314,968.0
582315,1012.0
582316,1034.0
582317,1025.0
582318,1029.0
582319,1041.0
582320,1059.0
582321,1059.0
582322,1056.0
582323,1044.0
582324,1021.0
582325,1042.0
582326,974.0
582436,629.0
582437,1007.0
582438,764.0
582439,34.0
582440,226.0
582441,989.0
582442,1021.0
582443,1030.0
582444,1026.0
582445,1008.0
582446,993.0
582447,983.0
582448,952.0
582449,955.0
582450,960.0
582451,986.0
582452,1038.0
582453,1045.0
582564,940.0
582565,1010.0
582566,825.0
582567,469.0
582568,539.0
582569,1051.0
582570,1071.0
582571,1069.0
582572,1075.0
582573,1067.0
582574,1047.0
582575,1052.0
582576,1034.0
582577,1034.0
582578,1057.0
582579,1066.0
582580,997.0
582699,784.0
582700,1012.0
582701,1074.0
582702,1067.0
582703,1060.0
582704,1040.0
582705,1069.0
582706,1031.0
597420,868.0
597421,1041.0
597422,1056.0
597423,1050.0
597424,1049.0
597425,1050.0
597426,993.0
597427,676.0
597542,729.0
597543,997.0
597544,1057.0
597545,1074.0
597546,1074.0
597547,1063.0
597548,1042.0
597549,1016.0
597550,999.0
597551,956.0
597552,947.0
597553,976.0
597554,997.0
597555,1042.0
597556,1025.0
597667,844.0
597668,998.0
597669,1054.0
597670,1202.0
597671,1339.0
597672,1201.0
597673,1036.0
597674,1010.0
597675,977.0
597676,986.0
597677,995.0
597678,976.0
597679,999.0
597680,1026.0
597681,1061.0
597682,1072.0
597683,1062.0
597684,1032.0
597685,1033.0
597686,913.0
597794,810.0
597795,1048.0
597796,1056.0
597797,1012.0
597798,1056.0
597799,1271.0
597800,1202.0
597801,1080.0
597802,1029.0
597803,1006.0
597804,1009.0
597805,1001.0
597806,979.0
597807,1002.0
597808,1047.0
597809,1475.0
597810,2136.0
597811,2463.0
597812,1981.0
597813,1092.0
597814,1041.0
597815,864.0
597898,944.0
597899,985.0
597900,1014.0
597901,1019.0
597902,1015.0
597903,720.0
597909,916.0
597910,1004.0
597911,967.0
597912,954.0
597913,820.0
597920,946.0
597921,1045.0
597922,1050.0
597923,1045.0
597924,1112.0
597925,1700.0
597926,2204.0
597927,2200.0
597928,1692.0
597929,1289.0
597930,1109.0
597931,1018.0
597932,1025.0
597933,1048.0
597934,1187.0
597935,1724.0
597936,2226.0
597937,2467.0
597938,2393.0
597939,2322.0
597940,2519.0
597941,1505.0
597942,1018.0
597943,1042.0
598023,841.0
598024,967.0
598025,1008.0
598026,999.0
598027,761.0
598028,449.0
598029,392.0
598030,128.0
598031,58.0
598034,1018.0
598035,1038.0
598036,1050.0
598037,1051.0
598038,1055.0
598039,1059.0
598040,1054.0
598041,1046.0
598042,1050.0
598048,1065.0
598049,1045.0
598050,1053.0
598051,1066.0
598052,1419.0
598053,3358.0
598054,3827.0
598055,4071.0
598056,2763.0
598057,1983.0
598058,1521.0
598059,1261.0
598060,1297.0
598061,1512.0
598062,1949.0
598063,2348.0
598064,2051.0
598065,1741.0
598066,1693.0
598067,1941.0
598068,2385.0
598069,1372.0
598070,1009.0
598071,1045.0
598072,927.0
598150,963.0
598151,1017.0
598152,1020.0
598153,1007.0
598154,782.0
598155,825.0
598156,996.0
598157,1029.0
598158,997.0
598159,904.0
598160,977.0
598161,1068.0
598162,1062.0
598163,1048.0
598164,1035.0
598165,1036.0
598166,1032.0
598167,1034.0
598168,1035.0
598169,1046.0
598170,1040.0
598176,1053.0
598177,1066.0
598178,1059.0
598179,1065.0
598180,1168.0
598181,2152.0
598182,3246.0
598183,3451.0
598184,3102.0
598185,2796.0
598186,2165.0
598187,1440.0
598188,1489.0
598189,1952.0
598190,1958.0
598191,1602.0
598192,1378.0
598193,1457.0
598194,1635.0
598195,1872.0
598196,2371.0
598197,1573.0
598198,1005.0
598199,1028.0
598200,1009.0
598277,826.0
598278,1014.0
598279,1055.0
598280,1056.0
598281,1052.0
598282,1030.0
598283,1051.0
598284,1044.0
598285,1003.0
598286,954.0
598287,990.0
598288,1051.0
598289,1071.0
598290,1049.0
598291,1052.0
598292,1054.0
598293,1046.0
598294,1014.0
598295,1030.0
598296,1023.0
598297,933.0
598304,1059.0
598305,1061.0
598306,1048.0
598307,1062.0
598308,1159.0
598309,2112.0
598310,2131.0
598311,1459.0
598312,1271.0
598313,1290.0
598314,1201.0
598315,1126.0
598316,1511.0
598317,1980.0
598318,1757.0
598319,1580.0
598320,1702.0
598321,1785.0
598322,1661.0
598323,1951.0
598324,2397.0
598325,1652.0
598326,1004.0
598327,1027.0
598328,1014.0
598405,770.0
598406,961.0
598407,1033.0
598408,1010.0
598409,1024.0
598410,622.0
598411,61.0
598412,47.0
598413,52.0
598414,44.0
598417,977.0
598418,1068.0
598419,1040.0
598420,1040.0
598421,1050.0
598422,1046.0
598423,1043.0
598424,1067.0
598425,1054.0
598432,1068.0
598433,1063.0
598434,1039.0
598435,1054.0
598436,1301.0
598437,2750.0
598438,3193.0
598439,2896.0
598440,2644.0
598441,2550.0
598442,1982.0
598443,1369.0
598444,1380.0
598445,1803.0
598446,2178.0
598447,2026.0
598448,1572.0
598449,1401.0
598450,1447.0
598451,1735.0
598452,2480.0
598453,1658.0
598454,995.0
598455,1034.0
598456,970.0
598535,843.0
598536,1020.0
598537,1030.0
598538,772.0
598539,149.0
598540,58.0
598541,56.0
598542,42.0
598547,976.0
598548,1060.0
598549,1059.0
598550,1058.0
598551,1062.0
598552,1070.0
598553,1037.0
598560,1056.0
598561,1060.0
598562,1049.0
