,data
466843,966.0
466844,942.0
466845,970.0
466846,927.0
466970,1001.0
466971,1088.0
466972,1095.0
466973,1077.0
466974,1079.0
466975,1050.0
467098,905.0
467099,1070.0
467100,1084.0
467101,1084.0
467102,1069.0
467103,1065.0
467227,721.0
467228,980.0
467229,1028.0
467230,1029.0
483098,941.0
483099,1058.0
483100,1054.0
483101,1052.0
483102,1043.0
483103,995.0
483225,873.0
483226,1072.0
483227,1093.0
483228,1085.0
483229,1056.0
483230,1040.0
483231,1021.0
483232,1040.0
483353,1063.0
483354,1077.0
483355,1068.0
483356,984.0
483357,968.0
483358,1032.0
483359,1028.0
483360,1023.0
483361,1015.0
483480,973.0
483481,1064.0
483482,1074.0
483483,1058.0
483484,988.0
483485,1015.0
483486,1034.0
483487,1020.0
483488,1029.0
483489,1044.0
483609,1068.0
483610,1093.0
483611,1083.0
483612,1060.0
483613,1037.0
483614,1034.0
483615,1048.0
483616,1059.0
483617,936.0
483739,951.0
483740,1044.0
483741,1066.0
483742,1059.0
483743,1031.0
499357,557.0
499481,945.0
499482,1073.0
499483,1078.0
499484,1078.0
499485,1055.0
499486,1042.0
499487,1049.0
499488,1044.0
499608,1043.0
499609,1074.0
499610,1039.0
499611,1025.0
499612,1070.0
499613,996.0
499614,771.0
499615,582.0
499616,881.0
499617,1050.0
499735,1029.0
499736,1084.0
499737,1028.0
499738,995.0
499739,1004.0
499740,1040.0
499741,947.0
499742,768.0
499743,917.0
499744,1022.0
499745,993.0
499746,1006.0
499863,1065.0
499864,1066.0
499865,1001.0
499866,991.0
499867,1027.0
499868,1065.0
499869,1029.0
499870,913.0
499871,951.0
499872,1030.0
499873,1057.0
499874,1047.0
499991,1044.0
499992,1092.0
499993,1044.0
499994,955.0
499995,949.0
499996,946.0
499997,999.0
499998,961.0
499999,759.0
500000,1008.0
500001,1078.0
500120,784.0
500121,1059.0
500122,1062.0
500123,1064.0
500124,1050.0
500125,1056.0
500126,1037.0
500127,1044.0
500128,1059.0
500254,814.0
500255,771.0
515739,849.0
515740,1044.0
515741,1075.0
515742,1077.0
515743,1037.0
515865,1060.0
515866,1079.0
515867,1050.0
515868,1054.0
515869,1033.0
515870,1052.0
515871,1022.0
515872,988.0
515990,860.0
515991,1044.0
515992,1065.0
515993,1009.0
515994,1005.0
515995,949.0
515996,313.0
515997,55.0
515998,51.0
515999,50.0
516000,146.0
516001,771.0
516002,1035.0
516117,857.0
516118,1063.0
516119,1045.0
516120,976.0
516121,1021.0
516122,1048.0
516123,1040.0
516124,644.0
516125,299.0
516126,234.0
516127,450.0
516128,927.0
516129,1010.0
516130,1022.0
516245,1026.0
516246,1065.0
516247,975.0
516248,998.0
516249,1047.0
516250,1061.0
516251,1055.0
516252,1042.0
516253,970.0
516254,590.0
516255,164.0
516256,296.0
516257,858.0
516258,1035.0
516374,1059.0
516375,1027.0
516376,989.0
516377,1022.0
516378,1038.0
516379,1026.0
516380,468.0
516381,60.0
516382,35.0
516383,21.0
516384,33.0
516385,105.0
516503,1035.0
516504,1062.0
516505,1066.0
516506,1016.0
516507,993.0
516508,1019.0
516509,920.0
516510,899.0
516511,935.0
516512,918.0
516634,981.0
516635,1013.0
516636,1056.0
516637,1069.0
516638,1043.0
516639,1072.0
516766,897.0
516767,885.0
531868,859.0
531869,760.0
531995,779.0
531996,1075.0
531997,1073.0
531998,1049.0
532122,691.0
532123,1063.0
532124,1041.0
532125,1019.0
532126,761.0
532127,319.0
532248,915.0
532249,1050.0
532250,1049.0
532251,1041.0
532252,875.0
532253,494.0
532254,105.0
532255,16.0
532373,948.0
532374,1051.0
532375,1054.0
532376,1038.0
532377,1020.0
532378,990.0
532379,392.0
532380,52.0
532381,46.0
532382,49.0
532383,19.0
532385,387.0
532386,735.0
532500,1010.0
532501,1044.0
532502,1005.0
532503,1004.0
532504,1031.0
532505,1032.0
532506,828.0
532507,150.0
532508,63.0
532509,339.0
532510,575.0
532511,739.0
532512,930.0
532513,1011.0
532514,1019.0
532627,932.0
532628,1057.0
532629,1011.0
532630,1030.0
532631,1046.0
532632,1038.0
532633,1056.0
532634,1101.0
532635,1074.0
532636,1044.0
532637,1040.0
532638,1017.0
532639,1027.0
532640,972.0
532641,1026.0
532642,1001.0
532756,1030.0
532757,1029.0
532758,1010.0
532759,1023.0
532760,1041.0
532761,1093.0
532762,1008.0
532763,787.0
532764,598.0
532765,206.0
532766,86.0
532767,34.0
532768,15.0
532886,1049.0
532887,1056.0
532888,1045.0
532889,1047.0
532890,1062.0
532891,1022.0
532892,754.0
532893,530.0
532894,225.0
532895,31.0
532896,3.0
533017,1022.0
533018,1071.0
533019,1076.0
533020,1073.0
533021,1035.0
533022,977.0
533023,384.0
533024,59.0
533148,762.0
533149,1062.0
533150,1060.0
533151,1057.0
533152,862.0
533278,902.0
533279,969.0
548251,1036.0
548252,1055.0
548253,1068.0
548254,1055.0
548378,969.0
548379,1058.0
548380,1062.0
548381,1025.0
548382,740.0
548383,248.0
548407,472.0
548506,1034.0
548507,1071.0
548508,1018.0
548509,602.0
548510,45.0
548511,11.0
548535,925.0
548536,1031.0
548537,1037.0
548631,908.0
548632,1034.0
548633,1052.0
548634,1073.0
548635,1067.0
548636,973.0
548637,280.0
548638,23.0
548639,18.0
548643,1041.0
548644,1083.0
548645,1099.0
548646,1102.0
548647,1072.0
548652,936.0
