,data
500122,1011.0
516499,1012.0
516500,1005.0
516501,1006.0
516502,1004.0
516503,1031.0
516504,1045.0
516505,1038.0
516506,1033.0
532883,1054.0
532884,1045.0
532885,1041.0
532886,1042.0
532887,1040.0
532888,1052.0
532889,1052.0
532890,1039.0
533011,801.0
533012,950.0
533013,977.0
533014,999.0
533015,1021.0
533017,989.0
533018,959.0
548643,829.0
548644,932.0
548645,860.0
548770,1026.0
548771,1030.0
548772,1060.0
548773,1066.0
548774,1015.0
548897,1042.0
548898,1049.0
548899,1026.0
548900,1025.0
548901,1055.0
548902,1064.0
548903,896.0
549023,956.0
549024,1074.0
549025,1057.0
549026,998.0
549027,984.0
549028,1012.0
549029,1007.0
549030,1049.0
549031,946.0
549128,889.0
549129,1021.0
549130,914.0
549140,1033.0
549141,1045.0
549142,1044.0
549143,1037.0
549144,1061.0
549145,1045.0
549151,1055.0
549152,1056.0
549153,1021.0
549154,1007.0
549155,993.0
549156,970.0
549157,994.0
549158,1060.0
549159,944.0
549160,556.0
549255,821.0
549256,968.0
549257,995.0
549258,1020.0
549259,1014.0
549267,229.0
549268,279.0
549269,362.0
549270,526.0
549271,654.0
549272,664.0
549273,773.0
549274,1001.0
549279,1019.0
549280,1024.0
549281,1025.0
549282,1016.0
549283,1010.0
549284,1007.0
549285,1023.0
549286,1050.0
549287,995.0
549382,903.0
549383,950.0
549384,1009.0
549385,1006.0
549386,1013.0
549387,1010.0
549395,1013.0
549396,1025.0
549397,1035.0
549398,1030.0
549399,1041.0
549400,1044.0
549401,1033.0
549402,973.0
549407,1018.0
549408,1040.0
549409,1039.0
549410,1031.0
549411,1018.0
549412,1025.0
549413,1031.0
549414,1051.0
549415,951.0
549511,975.0
549512,1030.0
549513,1033.0
549514,952.0
549535,1038.0
549536,1062.0
549537,1058.0
549538,1035.0
549539,1016.0
549540,1017.0
549541,1023.0
549542,1044.0
549665,855.0
549666,1030.0
549667,1052.0
549668,1047.0
549669,1073.0
549670,908.0
564898,1005.0
564899,1070.0
564900,1055.0
564901,1046.0
564902,1047.0
564903,832.0
565024,902.0
565025,1050.0
565026,1039.0
565027,1015.0
565028,1005.0
565029,1010.0
565030,1041.0
565031,1057.0
565032,972.0
565151,1008.0
565152,1059.0
565153,1031.0
565154,1026.0
565155,996.0
565156,957.0
565157,943.0
565158,980.0
565159,1014.0
565160,1065.0
565269,1015.0
565279,1055.0
565280,1038.0
565281,1005.0
565282,944.0
565283,937.0
565284,931.0
565285,900.0
565286,905.0
565287,959.0
565288,1027.0
565384,974.0
565385,1017.0
565386,1003.0
565387,632.0
565396,988.0
565397,1020.0
565398,1042.0
565399,1052.0
565400,1033.0
565406,979.0
565407,1013.0
565408,1007.0
565409,976.0
565410,926.0
565411,928.0
565412,933.0
565413,962.0
565414,965.0
565415,952.0
565416,977.0
565511,956.0
565512,1010.0
565513,998.0
565514,1033.0
565515,976.0
565516,451.0
565523,801.0
565524,652.0
565525,413.0
565526,337.0
565527,566.0
565528,922.0
565529,1017.0
565530,770.0
565534,1006.0
565535,995.0
565536,1006.0
565537,980.0
565538,973.0
565539,960.0
565540,964.0
565541,996.0
565542,964.0
565543,978.0
565544,1059.0
565638,950.0
565639,1020.0
565640,1003.0
565641,1000.0
565642,726.0
565643,745.0
565644,985.0
565645,979.0
565651,479.0
565652,427.0
565653,335.0
565654,127.0
565655,70.0
565656,207.0
565657,814.0
565658,1007.0
565659,867.0
565660,934.0
565661,991.0
565662,995.0
565663,991.0
565664,984.0
565665,974.0
565666,988.0
565667,1006.0
565668,972.0
565669,978.0
565670,958.0
565671,999.0
565672,1066.0
565765,846.0
565766,992.0
565767,1017.0
565768,1029.0
565769,1050.0
565770,1055.0
565771,1038.0
565772,1036.0
565773,1018.0
565779,181.0
565780,165.0
565781,188.0
565782,209.0
565783,235.0
565784,651.0
565785,1022.0
565786,909.0
565789,879.0
565790,995.0
565791,990.0
565792,1005.0
565793,981.0
565794,970.0
565795,964.0
565796,932.0
565797,942.0
565798,979.0
565799,1019.0
565800,1053.0
565893,850.0
565894,975.0
565895,1019.0
565896,1032.0
565897,1027.0
565898,1017.0
565899,985.0
565900,544.0
565901,133.0
565907,913.0
565908,1035.0
565909,1044.0
565910,1046.0
565911,1065.0
565912,1049.0
565913,910.0
565917,540.0
565918,971.0
565919,1009.0
565920,997.0
565921,996.0
565922,975.0
565923,953.0
565924,937.0
565925,941.0
565926,978.0
565927,1047.0
565928,1062.0
566022,802.0
566023,894.0
566024,996.0
566025,1026.0
566026,1029.0
566028,80.0
566036,1038.0
566037,1029.0
566038,992.0
566046,755.0
566047,1031.0
566048,1032.0
566049,1014.0
566050,980.0
566051,955.0
566052,972.0
566053,950.0
566054,994.0
566055,1047.0
566056,1043.0
566175,1042.0
566176,1064.0
566177,1043.0
566178,1034.0
566179,1022.0
566180,1023.0
566181,1026.0
566182,1030.0
566183,1056.0
566184,928.0
566305,819.0
566306,1042.0
566307,1071.0
566308,1055.0
566309,1058.0
566310,1069.0
566311,942.0
581027,530.0
581028,629.0
581153,936.0
581154,1062.0
581155,1035.0
581156,1028.0
581157,1025.0
581158,1034.0
581159,970.0
581279,849.0
581280,1065.0
581281,1039.0
581282,993.0
581283,979.0
581284,985.0
581285,981.0
581286,995.0
581287,1027.0
581288,1038.0
581406,995.0
581407,1064.0
581408,1025.0
581409,1008.0
581410,932.0
581411,949.0
581412,944.0
581413,954.0
581414,961.0
581415,953.0
581416,1006.0
581417,1000.0
581524,658.0
581530,756.0
581531,983.0
581532,974.0
581533,1002.0
581534,1044.0
581535,1012.0
581536,968.0
581537,967.0
581538,992.0
581539,1003.0
581540,1000.0
581541,1023.0
581542,1012.0
581543,963.0
581544,943.0
581545,1028.0
581641,937.0
581642,825.0
581643,397.0
581649,995.0
581650,1030.0
581651,1025.0
581652,1033.0
581653,1028.0
581654,1035.0
581655,991.0
581658,980.0
581659,1010.0
581660,942.0
581661,917.0
581662,1003.0
581663,978.0
581664,963.0
581665,948.0
581666,936.0
581667,935.0
581668,966.0
581669,1381.0
581670,1819.0
581671,1253.0
581672,961.0
581673,1013.0
581767,890.0
581768,1000.0
581769,998.0
581770,1037.0
581771,877.0
581772,158.0
581773,28.0
581776,988.0
581777,1021.0
581778,1012.0
581779,1020.0
581780,1010.0
581781,994.0
581782,696.0
581783,885.0
581784,1016.0
581785,971.0
581786,1002.0
581787,978.0
581788,903.0
581789,878.0
581790,968.0
581791,973.0
581792,974.0
581793,985.0
581794,1008.0
581795,1047.0
581796,1277.0
581797,2170.0
581798,2325.0
581799,1378.0
581800,990.0
581801,1032.0
581802,812.0
581893,847.0
581894,979.0
581895,1003.0
581896,994.0
581897,802.0
581898,421.0
581899,262.0
581900,40.0
581901,35.0
581904,1021.0
581905,1023.0
581906,1026.0
581907,1006.0
581908,992.0
581909,1009.0
581910,870.0
581911,575.0
581912,1022.0
581913,1035.0
581914,1011.0
581915,974.0
581916,942.0
581917,955.0
581918,987.0
581919,985.0
581920,1016.0
581921,1002.0
581922,927.0
581923,1136.0
581924,1989.0
581925,2543.0
581926,2243.0
581927,1260.0
581928,1008.0
581929,1046.0
581930,816.0
582021,975.0
582022,1000.0
582023,1008.0
582024,953.0
582025,593.0
582026,484.0
582027,656.0
582028,895.0
582029,922.0
582030,938.0
582032,985.0
582033,985.0
582034,998.0
582035,1005.0
582036,1029.0
582037,1047.0
582038,976.0
582039,575.0
582040,993.0
582041,1056.0
582042,1050.0
582043,1016.0
582044,989.0
582045,979.0
582046,1001.0
582047,1013.0
582048,1007.0
582049,957.0
582050,965.0
582051,1595.0
582052,2324.0
582053,2515.0
582054,2027.0
582055,1170.0
582056,1012.0
582057,1050.0
582149,1002.0
582150,1017.0
582151,1000.0
582152,1027.0
582153,978.0
582154,960.0
582155,996.0
582156,1021.0
582157,1022.0
582158,1038.0
582159,942.0
582160,966.0
