,data
433829,673.0
433955,809.0
433956,948.0
433957,929.0
450210,848.0
450338,936.0
450339,826.0
450340,920.0
450341,929.0
466722,930.0
466723,856.0
466724,956.0
466725,928.0
483106,928.0
483107,839.0
483108,940.0
483109,896.0
483235,623.0
499344,1037.0
499345,1035.0
499346,1042.0
499347,937.0
499362,849.0
499363,943.0
499364,965.0
499365,829.0
499471,1040.0
499472,1053.0
499473,1065.0
499474,1053.0
499475,1034.0
499476,887.0
499490,801.0
499491,290.0
499492,221.0
499493,91.0
499599,1000.0
499600,1035.0
499601,1031.0
499602,1046.0
499603,1038.0
499604,983.0
499618,866.0
499619,820.0
499620,958.0
499621,830.0
499729,1043.0
499730,1047.0
499731,1012.0
515600,1042.0
515601,1038.0
515602,1034.0
515726,1037.0
515727,1051.0
515728,845.0
515729,765.0
515730,679.0
515746,799.0
515747,932.0
515748,929.0
515749,667.0
515751,672.0
515853,1014.0
515854,1028.0
515855,923.0
515856,368.0
515857,197.0
515858,495.0
515859,911.0
515860,1009.0
515861,966.0
515874,891.0
515875,240.0
515876,25.0
515879,555.0
515981,1001.0
515982,1026.0
515983,1018.0
515984,1016.0
515985,783.0
515986,510.0
515987,643.0
515988,975.0
515989,1003.0
516002,930.0
516003,778.0
516004,550.0
516005,160.0
516007,771.0
516110,945.0
516111,1050.0
516112,1038.0
516113,1001.0
516114,740.0
516115,403.0
516131,700.0
516132,948.0
516133,953.0
516241,1040.0
531983,1025.0
531984,1032.0
531985,1026.0
531986,993.0
532004,990.0
532005,987.0
532007,791.0
532008,897.0
532109,1031.0
532110,1023.0
532111,573.0
532112,117.0
532113,145.0
532114,166.0
532131,986.0
532132,771.0
532133,576.0
532134,819.0
532135,743.0
532136,737.0
532137,927.0
532236,1025.0
532237,1040.0
532238,1040.0
532239,896.0
532240,638.0
532241,679.0
532242,631.0
532243,725.0
532244,875.0
532245,976.0
532246,864.0
532258,920.0
532259,783.0
532260,173.0
532261,545.0
532262,703.0
532263,768.0
532264,670.0
532265,841.0
532364,1030.0
532365,1027.0
532366,1039.0
532367,1036.0
532368,980.0
532369,859.0
532370,878.0
532371,949.0
532372,1000.0
532373,1030.0
532374,902.0
532386,861.0
532387,879.0
532388,254.0
532389,584.0
532390,982.0
532391,1224.0
532392,994.0
532393,888.0
532493,1033.0
532494,1035.0
532495,963.0
532496,356.0
532497,52.0
532498,49.0
532499,56.0
532515,764.0
532516,835.0
532517,708.0
532519,588.0
532520,761.0
532623,983.0
532624,1023.0
532625,1031.0
532626,1035.0
532627,712.0
532644,1002.0
532645,1030.0
532647,823.0
532648,988.0
532775,897.0
548242,1035.0
548243,805.0
548256,903.0
548261,1052.0
548262,1161.0
548263,1119.0
548264,793.0
548366,953.0
548367,1023.0
548368,1028.0
548369,1033.0
548370,927.0
548380,961.0
548381,1066.0
548382,1066.0
548383,1052.0
548384,1065.0
548385,1047.0
548388,983.0
548389,1013.0
548390,928.0
548391,974.0
548392,1108.0
548393,890.0
548492,1029.0
548493,1031.0
548494,990.0
548495,532.0
548496,241.0
548497,248.0
548498,132.0
548506,989.0
548507,1075.0
548508,1075.0
548509,1061.0
548510,1041.0
548511,1042.0
548512,1071.0
548513,1052.0
548515,908.0
548516,1056.0
548517,1140.0
548518,668.0
548519,676.0
548520,1073.0
548521,976.0
548618,981.0
548619,1015.0
548620,1015.0
548621,1029.0
548622,1040.0
548623,841.0
548624,919.0
548625,931.0
548626,910.0
548627,1018.0
548628,1040.0
548629,1043.0
548630,1029.0
548631,1032.0
548632,1044.0
548633,1077.0
548634,1080.0
548635,1068.0
548636,1072.0
548637,1062.0
548638,1040.0
548639,1046.0
548640,1064.0
548641,1042.0
548642,1046.0
548643,1015.0
548644,1023.0
548645,890.0
548646,834.0
548647,826.0
548648,937.0
548649,835.0
548746,1010.0
548747,994.0
548748,1015.0
548749,1038.0
548750,1055.0
548751,945.0
548752,682.0
548753,667.0
548754,825.0
548755,1012.0
548756,1041.0
548757,1040.0
548758,1031.0
548759,1043.0
548760,1054.0
548761,1066.0
548762,1084.0
548763,1075.0
548764,1063.0
548765,1042.0
548766,1025.0
548767,1033.0
548768,1060.0
548769,1021.0
548770,981.0
548771,978.0
548772,1014.0
548773,909.0
548774,620.0
548775,1119.0
548776,1261.0
548777,959.0
548875,1024.0
548876,1025.0
548877,1033.0
548878,1041.0
548879,763.0
548880,129.0
548881,46.0
548882,57.0
548883,83.0
548889,1022.0
548890,1084.0
548891,1073.0
548892,1040.0
548893,1013.0
548894,1007.0
548895,1030.0
548896,1065.0
548897,1071.0
548898,872.0
548899,888.0
548900,972.0
548901,927.0
548902,780.0
548903,706.0
548904,755.0
548905,916.0
549006,1001.0
549007,1035.0
549008,1022.0
549009,1023.0
549010,1027.0
549011,568.0
549019,979.0
549020,1073.0
549021,1061.0
549022,1039.0
549023,1022.0
549024,1053.0
549025,1070.0
549027,566.0
549028,934.0
549029,1052.0
549030,507.0
549031,547.0
549032,824.0
549033,914.0
549138,1046.0
549139,690.0
549150,837.0
549151,1024.0
549152,1069.0
549157,1009.0
549158,928.0
549159,1071.0
549160,1097.0
549161,857.0
549286,883.0
549287,788.0
549288,729.0
564511,1052.0
564512,1080.0
564513,1084.0
564514,1087.0
564518,1177.0
564519,879.0
564520,930.0
564521,801.0
564625,1021.0
564626,1033.0
564627,1040.0
564628,982.0
564635,761.0
564636,1073.0
564637,1084.0
564638,1067.0
564639,1045.0
564640,1027.0
564641,1071.0
564642,1128.0
564643,1000.0
564644,944.0
564645,1077.0
564646,1140.0
564647,1179.0
564648,1060.0
564649,1124.0
564650,787.0
564750,937.0
564751,1009.0
564752,1042.0
564753,1033.0
564754,878.0
564761,579.0
564762,1034.0
564763,1062.0
564764,1041.0
564765,1022.0
564766,1009.0
564767,1016.0
564768,1052.0
564769,1057.0
564770,1052.0
564771,1058.0
564772,1038.0
564773,1049.0
564774,966.0
564775,881.0
564776,1043.0
564777,1060.0
564778,902.0
564782,978.0
564783,1086.0
564784,1090.0
564785,1052.0
564786,668.0
564874,988.0
564875,1026.0
564876,1024.0
564877,1014.0
564878,1029.0
564879,952.0
564880,753.0
564881,713.0
564882,286.0
564887,809.0
564888,1039.0
564889,1067.0
564890,1044.0
564891,1029.0
564892,1043.0
564893,1035.0
564894,1036.0
564895,1065.0
564896,1074.0
564897,1059.0
564898,1069.0
564899,1082.0
564900,1069.0
564901,1063.0
564902,883.0
564903,807.0
564904,901.0
564905,853.0
564906,836.0
564908,571.0
564909,1043.0
564910,1086.0
564911,1081.0
564912,1083.0
564913,1095.0
564914,1098.0
564915,907.0
565000,987.0
565001,1004.0
565002,1020.0
565003,1033.0
565004,1060.0
565005,1074.0
565006,1075.0
565007,1067.0
565008,1063.0
565009,1056.0
565010,1040.0
565011,1005.0
565012,1032.0
565013,1029.0
565014,1038.0
565015,1029.0
565016,1021.0
565017,1030.0
565018,1041.0
565019,1051.0
565020,1049.0
565021,1061.0
565022,1049.0
565023,1063.0
565024,1060.0
565025,1024.0
565026,1012.0
565027,962.0
565028,996.0
565029,906.0
565030,808.0
565031,1144.0
565032,1299.0
565033,1105.0
565034,797.0
565036,974.0
565037,1073.0
565038,1078.0
565039,1077.0
565040,1084.0
565041,1090.0
565042,1092.0
565043,1089.0
565044,803.0
565128,990.0
565129,992.0
565130,1007.0
565131,1021.0
565132,1044.0
565133,1055.0
565134,1052.0
565135,845.0
565136,690.0
565137,413.0
565138,385.0
565139,684.0
565140,1036.0
565141,1064.0
565142,1064.0
565143,1029.0
565144,1012.0
565145,1035.0
565146,1044.0
565147,1034.0
565148,1050.0
565149,1054.0
565150,1054.0
565151,1034.0
565152,1055.0
565153,1045.0
565154,1087.0
565155,1024.0
565156,1032.0
