,data
548535,624.0
548537,861.0
548661,488.0
548662,878.0
548663,918.0
548664,841.0
548665,840.0
548666,824.0
548667,766.0
548789,535.0
548791,746.0
548792,943.0
548793,838.0
548794,762.0
548795,750.0
548915,747.0
548920,759.0
548921,877.0
548922,829.0
548923,594.0
549048,746.0
549049,818.0
549050,811.0
549051,829.0
549175,487.0
549176,814.0
549177,696.0
549302,601.0
564664,718.0
564666,488.0
564667,604.0
564788,734.0
564789,721.0
564791,899.0
564792,950.0
564793,989.0
564794,940.0
564795,901.0
564796,762.0
564797,509.0
564913,583.0
564914,455.0
564915,769.0
564916,983.0
564917,986.0
564918,965.0
564919,966.0
564920,972.0
564921,943.0
564922,936.0
564923,960.0
564924,933.0
564925,829.0
564926,715.0
565039,601.0
565040,572.0
565041,724.0
565042,930.0
565043,969.0
565044,963.0
565045,935.0
565046,960.0
565047,971.0
565048,963.0
565049,956.0
565050,938.0
565051,905.0
565052,931.0
565053,944.0
565054,918.0
565167,783.0
565168,889.0
565169,977.0
565170,969.0
565171,938.0
565172,934.0
565173,926.0
565174,958.0
565175,934.0
565176,941.0
565177,931.0
565178,956.0
565179,940.0
565180,951.0
565181,950.0
565182,673.0
565295,828.0
565296,880.0
565297,951.0
565298,966.0
565299,948.0
565300,936.0
565301,959.0
565302,1001.0
565303,963.0
565304,965.0
565305,940.0
565306,937.0
565307,977.0
565308,970.0
565309,977.0
565310,898.0
565423,576.0
565424,904.0
565425,990.0
565426,974.0
565427,963.0
565428,963.0
565429,964.0
565430,954.0
565431,930.0
565432,914.0
565433,915.0
565434,919.0
565435,917.0
565436,947.0
565437,968.0
565438,813.0
565552,460.0
565553,743.0
565554,946.0
565555,994.0
565556,982.0
565557,973.0
565558,963.0
565559,954.0
565560,956.0
565561,949.0
565562,934.0
565563,947.0
565564,936.0
565565,920.0
565566,759.0
565683,618.0
565684,782.0
565685,935.0
565686,965.0
565687,962.0
565688,949.0
565689,956.0
565690,946.0
565691,985.0
565692,948.0
565693,675.0
565814,585.0
565815,820.0
565816,935.0
565817,976.0
565818,975.0
565819,886.0
565820,634.0
565821,575.0
580918,644.0
580920,645.0
580921,835.0
580922,603.0
580923,750.0
580924,577.0
581045,710.0
581046,904.0
581047,979.0
581048,961.0
581049,941.0
581050,949.0
581051,957.0
581052,920.0
581053,791.0
581167,642.0
581169,270.0
581171,766.0
581172,935.0
581173,982.0
581174,953.0
581175,927.0
581176,933.0
581177,935.0
581178,925.0
581179,938.0
581180,914.0
581181,971.0
581182,942.0
581183,513.0
581296,813.0
581297,968.0
581298,956.0
581299,951.0
581300,966.0
581301,975.0
581302,973.0
581303,965.0
581304,971.0
581305,985.0
581306,1014.0
581307,1063.0
581308,1026.0
581309,987.0
581310,1036.0
581311,892.0
581312,739.0
581421,736.0
581422,831.0
581423,986.0
581424,962.0
581425,975.0
581426,979.0
581427,994.0
581428,993.0
581429,979.0
581430,977.0
581431,978.0
581432,990.0
581433,1004.0
581434,1125.0
581435,1599.0
581436,1646.0
581437,1216.0
581438,1016.0
581439,942.0
581440,914.0
581548,720.0
581549,913.0
581550,995.0
581551,988.0
581552,954.0
581553,994.0
581554,996.0
581555,986.0
581556,975.0
581557,967.0
581558,939.0
581559,922.0
581560,942.0
581561,1068.0
581562,1552.0
581563,2005.0
581564,1886.0
581565,1354.0
581566,1044.0
581567,956.0
581568,734.0
581655,587.0
581675,620.0
581676,657.0
581677,949.0
581678,997.0
581679,965.0
581680,899.0
581681,978.0
581682,971.0
581683,972.0
581684,1000.0
581685,975.0
581686,953.0
581687,882.0
581688,961.0
581689,1306.0
581690,1775.0
581691,2067.0
581692,1933.0
581693,1356.0
581694,1034.0
581695,979.0
581696,940.0
581804,720.0
581805,1003.0
581806,1008.0
581807,983.0
581808,939.0
581809,1006.0
581810,1012.0
581811,990.0
581812,997.0
581813,990.0
581814,978.0
581815,956.0
581816,971.0
581817,1023.0
581818,1166.0
581819,1550.0
581820,1753.0
581821,1342.0
581822,1058.0
581823,965.0
581824,855.0
