,data
499328,1001.0
499329,824.0
499330,538.0
499331,650.0
499456,958.0
499457,785.0
499458,509.0
499584,710.0
515584,1012.0
515586,996.0
515587,627.0
515712,1046.0
515713,1008.0
515714,989.0
515715,991.0
515716,868.0
515840,1046.0
515841,1038.0
515842,1025.0
515843,1023.0
515844,970.0
515968,965.0
515969,919.0
515970,905.0
515971,559.0
531840,546.0
531843,715.0
531968,1016.0
531969,997.0
531970,922.0
531971,537.0
532096,876.0
532097,943.0
532098,1003.0
532099,1018.0
532100,1015.0
532101,973.0
532224,1049.0
532225,1032.0
532226,1030.0
532227,1032.0
532228,1017.0
532229,939.0
532230,729.0
532352,1028.0
532353,1022.0
532354,1019.0
532355,880.0
532356,559.0
532480,876.0
532482,692.0
532483,242.0
548224,1007.0
548225,908.0
548226,294.0
548227,103.0
548352,467.0
548353,269.0
548354,69.0
548355,42.0
548356,48.0
548357,29.0
548480,481.0
548481,686.0
548482,718.0
548483,729.0
548484,885.0
548485,978.0
548486,852.0
548608,1048.0
548609,1041.0
548610,1033.0
548611,1033.0
548612,1029.0
548613,1023.0
548614,1017.0
548615,785.0
548736,752.0
548737,559.0
548738,379.0
548739,782.0
548740,1021.0
548741,1026.0
548742,975.0
548864,973.0
548865,778.0
548866,195.0
548867,52.0
548868,427.0
548992,116.0
548994,763.0
548995,595.0
564480,972.0
564482,875.0
564483,585.0
564608,854.0
564609,762.0
564610,519.0
564611,86.0
564612,29.0
564613,22.0
564614,47.0
564653,963.0
564654,1012.0
564655,998.0
564656,1012.0
564657,977.0
564658,959.0
564659,960.0
564660,1025.0
564661,978.0
564736,39.0
564737,41.0
564738,52.0
564739,135.0
564740,278.0
564741,270.0
564742,138.0
564743,67.0
564778,781.0
564779,981.0
564780,999.0
564781,1003.0
564782,1007.0
564783,992.0
564784,990.0
564785,996.0
564786,1005.0
564787,1028.0
564788,1021.0
564789,953.0
564790,852.0
564864,681.0
564865,585.0
564866,862.0
564867,1009.0
564868,1035.0
564869,1024.0
564870,1000.0
564871,772.0
564876,884.0
564877,952.0
564878,918.0
564879,902.0
564891,842.0
564892,792.0
564893,868.0
564905,917.0
564906,975.0
564907,1002.0
564908,1004.0
564909,986.0
564910,987.0
564911,997.0
564912,1006.0
564913,1000.0
564914,995.0
564915,1006.0
564916,1012.0
564917,1014.0
564918,995.0
564919,988.0
564992,1012.0
564993,1027.0
564994,1040.0
564995,1048.0
564996,1046.0
564997,1042.0
564998,1026.0
564999,1017.0
565003,893.0
565004,968.0
565005,995.0
565006,990.0
565007,953.0
565008,970.0
565018,506.0
565019,798.0
565020,561.0
565034,966.0
565035,986.0
565036,978.0
565037,981.0
565038,986.0
565039,988.0
565040,989.0
565041,980.0
565042,1004.0
565043,989.0
565044,999.0
565045,995.0
565046,955.0
565120,63.0
565121,80.0
565122,192.0
565123,666.0
565124,1008.0
565125,1021.0
565126,1028.0
565127,1001.0
565131,840.0
565132,889.0
565133,979.0
565134,880.0
565135,775.0
565147,737.0
565148,360.0
565162,925.0
565163,997.0
565164,1003.0
565165,1004.0
565166,1005.0
565167,998.0
565168,994.0
565169,977.0
565170,986.0
565171,988.0
565172,995.0
565173,1011.0
565174,975.0
565248,942.0
