,data
478746,2.0
515226,22.0
515840,942.0
515968,955.0
532096,868.0
532097,766.0
532098,706.0
532224,1005.0
532225,1004.0
532226,1015.0
532227,941.0
532228,529.0
532352,824.0
532353,911.0
532354,976.0
532480,985.0
532481,546.0
548352,995.0
548353,663.0
548354,99.0
548355,42.0
548356,122.0
548480,81.0
548481,59.0
548482,79.0
548483,204.0
548484,313.0
548485,251.0
548608,996.0
548609,1009.0
548610,1024.0
548611,1022.0
548612,1030.0
548613,925.0
548614,443.0
548736,935.0
548737,1000.0
548738,1026.0
548739,1025.0
548740,1017.0
548741,853.0
548742,415.0
548864,295.0
548865,82.0
548866,70.0
548867,125.0
548868,141.0
548869,160.0
548992,1004.0
548993,654.0
555674,8.0
564608,1016.0
564609,1000.0
564610,994.0
564611,701.0
564612,231.0
564613,341.0
564736,827.0
564737,376.0
564738,96.0
564739,71.0
564740,64.0
564741,80.0
564742,138.0
564747,663.0
564749,907.0
564751,909.0
564752,941.0
564753,787.0
564754,901.0
564755,957.0
564756,1024.0
564757,948.0
564758,890.0
564759,976.0
564760,997.0
564761,997.0
564762,997.0
564763,854.0
564764,997.0
564765,809.0
564766,687.0
564864,100.0
564865,370.0
564866,855.0
564867,1000.0
564868,1020.0
564869,1007.0
564870,1015.0
564871,1002.0
564872,999.0
564873,998.0
564874,1003.0
564875,996.0
564876,994.0
564877,939.0
564878,928.0
564879,928.0
564880,973.0
564881,1034.0
564882,1043.0
564883,1049.0
564884,1044.0
564885,1018.0
564886,1005.0
564887,1061.0
564888,997.0
564889,997.0
564890,997.0
564891,964.0
564892,997.0
564893,997.0
564894,944.0
564895,973.0
564992,926.0
564993,1006.0
564994,1028.0
564995,1036.0
564996,1045.0
564997,1050.0
564998,1042.0
564999,1037.0
565000,1035.0
565001,1017.0
565002,992.0
565003,972.0
565004,961.0
565005,977.0
565006,977.0
565007,987.0
565008,1006.0
565009,1019.0
565010,1036.0
565011,1038.0
565012,1015.0
565013,1021.0
565014,985.0
565015,1017.0
565016,997.0
565017,997.0
565018,997.0
565019,997.0
565020,997.0
565021,997.0
565022,969.0
565023,973.0
565120,755.0
565121,909.0
565122,1017.0
565123,1034.0
565124,1028.0
565125,1047.0
565126,1031.0
565127,1012.0
565128,992.0
565129,1000.0
565130,1002.0
565131,992.0
565132,986.0
565133,994.0
565134,999.0
565135,1007.0
565136,1019.0
565137,1030.0
565138,1038.0
565139,1043.0
565140,1021.0
565141,1007.0
565142,977.0
565143,1001.0
565144,997.0
565145,997.0
565146,997.0
565147,997.0
565148,997.0
565149,997.0
565150,939.0
565151,893.0
565248,81.0
565249,156.0
565250,549.0
565251,819.0
565252,889.0
565253,864.0
565254,801.0
565256,881.0
565257,977.0
565258,965.0
565259,920.0
565260,856.0
565261,930.0
565262,938.0
565263,912.0
565264,962.0
565265,979.0
565266,977.0
565267,999.0
565268,992.0
565269,936.0
565270,896.0
565271,961.0
565272,997.0
565273,997.0
565274,997.0
565275,997.0
565276,997.0
565277,997.0
565376,977.0
565377,874.0
565378,707.0
565379,365.0
565380,81.0
565381,91.0
565401,997.0
580755,771.0
580756,846.0
580757,981.0
580758,902.0
580866,967.0
580868,960.0
580878,679.0
580879,982.0
580880,957.0
580881,979.0
580882,1005.0
580883,1024.0
580884,1035.0
580885,1044.0
580886,1030.0
580887,1023.0
580888,997.0
580889,997.0
580890,997.0
580891,897.0
580892,997.0
580893,1000.0
580894,797.0
580895,625.0
580992,1002.0
580993,1006.0
580994,996.0
580995,970.0
580996,955.0
580997,926.0
580998,663.0
581000,695.0
581001,973.0
581002,995.0
581003,986.0
581004,1005.0
581005,995.0
581006,1005.0
581007,1010.0
581008,1009.0
581009,1014.0
581010,1039.0
581011,1049.0
581012,1038.0
581013,1046.0
581014,1045.0
581015,1076.0
581016,997.0
581017,997.0
581018,997.0
581019,1305.0
581020,2505.0
581021,997.0
581022,992.0
581023,985.0
581024,998.0
581025,1000.0
581028,1000.0
581036,803.0
581120,525.0
581121,180.0
581122,85.0
581123,65.0
581124,256.0
581125,724.0
581126,866.0
581127,989.0
581128,1003.0
581129,966.0
581130,984.0
581131,992.0
581132,1009.0
581133,1016.0
581134,1025.0
581135,1035.0
581136,1028.0
581137,1036.0
581138,1033.0
581139,1021.0
581140,1020.0
581141,1014.0
581142,1027.0
581143,1088.0
581144,997.0
581145,997.0
581146,997.0
581147,2505.0
581148,2505.0
581149,997.0
581150,977.0
581151,963.0
581152,957.0
581153,984.0
581154,990.0
581155,980.0
581156,929.0
581157,978.0
581158,974.0
581159,955.0
581160,996.0
581161,998.0
581162,984.0
581163,996.0
581164,1004.0
581165,986.0
581166,982.0
581167,973.0
581168,997.0
581248,46.0
581249,35.0
581250,216.0
581251,818.0
581252,1028.0
581253,1048.0
581254,1046.0
581255,1038.0
581256,1027.0
581257,1024.0
581258,1028.0
581259,1040.0
581260,1045.0
581261,1035.0
581262,1041.0
581263,1047.0
581264,1053.0
581265,1055.0
581266,1054.0
581267,1073.0
581268,1088.0
581269,1354.0
581270,1943.0
581271,2458.0
581272,997.0
581273,2505.0
581274,2505.0
581275,2505.0
581276,2505.0
581277,997.0
581278,985.0
581279,974.0
581280,977.0
581281,1000.0
581282,989.0
581283,998.0
581284,1008.0
581285,1002.0
581286,996.0
581287,1018.0
581288,969.0
581289,984.0
581290,982.0
581291,976.0
