,data
499456,1018.0
499584,988.0
499585,989.0
499586,731.0
499712,1009.0
499713,946.0
515584,133.0
515712,979.0
515713,669.0
515714,719.0
515840,820.0
515841,964.0
515842,922.0
515843,452.0
515968,1034.0
515969,1028.0
515970,1031.0
515971,1032.0
515972,997.0
516096,658.0
516097,906.0
516098,1021.0
516099,1024.0
516100,985.0
516224,834.0
516225,208.0
516226,438.0
531968,1005.0
531969,680.0
531970,310.0
532096,694.0
532097,225.0
532098,29.0
532099,21.0
532100,111.0
532101,191.0
532113,733.0
532114,831.0
532115,1030.0
532116,989.0
532119,891.0
532120,936.0
532121,784.0
532122,891.0
532123,1007.0
532137,800.0
532138,937.0
532139,897.0
532224,654.0
532225,570.0
532226,448.0
532227,439.0
532228,550.0
532229,777.0
532238,768.0
532239,767.0
532240,982.0
532241,1021.0
532242,1037.0
532243,1032.0
532244,1024.0
532245,975.0
532246,938.0
532247,1005.0
532248,1037.0
532249,938.0
532250,935.0
532251,1014.0
532252,1006.0
532262,874.0
532263,942.0
532264,1001.0
532265,1005.0
532266,1009.0
532267,1033.0
532268,1035.0
532352,1028.0
532353,1027.0
532354,1031.0
532355,1038.0
532356,1038.0
532357,1032.0
532359,990.0
532367,935.0
532368,1015.0
532369,1026.0
532370,1054.0
532371,1066.0
532372,1060.0
532373,1062.0
532374,1035.0
532375,1019.0
532376,1051.0
532377,1049.0
532378,1055.0
532379,1041.0
532380,1028.0
532381,974.0
532390,884.0
532391,956.0
532392,1001.0
532393,1015.0
532394,1025.0
532395,1031.0
532396,972.0
532480,320.0
532481,578.0
532482,885.0
532483,1011.0
532484,1028.0
532485,1027.0
532495,1013.0
532496,1023.0
532497,1031.0
532498,1052.0
532499,1075.0
532500,1083.0
532501,1077.0
532502,1072.0
532503,1052.0
532504,1052.0
532505,1037.0
532506,1026.0
532507,1011.0
532508,1031.0
532509,827.0
532518,927.0
532520,983.0
532521,1014.0
532522,980.0
532523,993.0
532524,949.0
532608,122.0
532609,36.0
532610,28.0
532611,24.0
532612,80.0
532613,280.0
532623,698.0
532624,935.0
532625,995.0
532626,993.0
532627,995.0
532628,873.0
532629,887.0
532630,915.0
532631,923.0
532632,1006.0
532633,990.0
532634,964.0
532635,950.0
532636,926.0
532736,977.0
532737,368.0
532738,126.0
532739,54.0
532740,138.0
532758,728.0
532759,885.0
532761,1007.0
532864,647.0
548224,1029.0
548225,1010.0
548226,974.0
548227,847.0
548228,542.0
548239,922.0
548240,991.0
548241,1004.0
548242,993.0
548243,995.0
548244,1020.0
548245,968.0
548246,850.0
548247,1030.0
548248,1015.0
548249,993.0
548250,1008.0
548251,1046.0
548262,955.0
548264,852.0
548265,976.0
548266,1016.0
548352,971.0
548353,738.0
548354,246.0
548355,52.0
548356,123.0
548357,602.0
548359,809.0
548361,984.0
548362,924.0
548363,891.0
548364,961.0
548365,1026.0
548366,1022.0
548367,1011.0
548368,1006.0
548369,1031.0
548370,1038.0
548371,1002.0
548372,990.0
548373,861.0
548374,609.0
548375,844.0
548376,978.0
548377,836.0
548378,907.0
548379,1002.0
548380,1014.0
548381,986.0
548382,990.0
548387,888.0
548388,1021.0
548389,1004.0
548390,1009.0
548391,1000.0
548392,968.0
548393,958.0
548394,964.0
548395,940.0
548396,947.0
548397,938.0
548398,872.0
548480,63.0
548481,36.0
548482,28.0
548483,41.0
548484,328.0
548485,980.0
548486,1055.0
548487,1041.0
548488,1012.0
548489,1007.0
548490,1013.0
548491,1000.0
548492,1006.0
548493,1001.0
548494,1000.0
548495,1039.0
548496,1058.0
548497,1081.0
548498,1098.0
548499,1091.0
548500,1108.0
548501,1082.0
548502,1219.0
548503,1416.0
548504,1284.0
548505,831.0
548506,844.0
548507,1000.0
548508,999.0
548509,984.0
548510,999.0
548511,1012.0
548512,1001.0
548513,1003.0
548514,1003.0
548515,1009.0
548516,990.0
548517,979.0
548518,967.0
548519,956.0
548520,958.0
548521,954.0
548522,943.0
548523,955.0
548524,966.0
548525,971.0
548526,975.0
548527,1004.0
548528,1002.0
548608,659.0
548609,688.0
548610,731.0
548611,899.0
548612,1014.0
548613,1046.0
548614,1047.0
548615,1031.0
548616,1007.0
548617,1011.0
548618,1032.0
548619,1033.0
548620,1029.0
548621,1036.0
548622,1057.0
548623,1057.0
548624,1040.0
548625,1017.0
548626,1038.0
548627,1188.0
548628,1710.0
548629,2305.0
548630,2652.0
548631,2643.0
548632,2376.0
548633,1383.0
548634,1007.0
548635,998.0
548636,1007.0
548637,998.0
548638,992.0
548639,997.0
548640,999.0
548641,1004.0
548642,1010.0
548643,1004.0
548644,999.0
548645,985.0
548646,990.0
548647,994.0
548648,986.0
548649,992.0
548650,1003.0
548651,1010.0
548652,1016.0
548653,1005.0
548654,1004.0
548655,1001.0
548656,986.0
548736,984.0
548737,967.0
548738,1007.0
548739,1024.0
548740,1040.0
548741,1014.0
548742,1019.0
548743,1020.0
548744,1016.0
548745,1000.0
548746,1014.0
548747,1029.0
548748,1045.0
548749,1045.0
548750,1057.0
548751,1061.0
548752,1057.0
548753,1038.0
548754,1057.0
548755,1115.0
548756,1566.0
548757,2338.0
548758,2848.0
548759,2975.0
548760,2845.0
548761,2106.0
548762,1114.0
548763,1038.0
548764,1034.0
548765,1019.0
548766,998.0
548767,1001.0
548768,1009.0
548769,1021.0
548770,1011.0
548771,1008.0
548772,1002.0
548773,1005.0
548774,1003.0
548775,1020.0
548776,1041.0
548777,1043.0
548778,1051.0
548779,1046.0
