,data
516396,1024.0
516397,1017.0
516398,962.0
516399,969.0
516400,974.0
516524,881.0
516527,947.0
532633,1053.0
532634,1057.0
532760,990.0
532761,1055.0
532762,1069.0
532763,853.0
532779,946.0
532780,1031.0
532781,1013.0
532782,922.0
532783,970.0
532784,994.0
532908,881.0
532909,942.0
532910,936.0
532911,983.0
548886,918.0
548887,1063.0
548888,1058.0
548889,1053.0
548890,1069.0
548891,1012.0
549013,844.0
549014,1045.0
549015,1051.0
549016,999.0
549017,404.0
549018,469.0
549019,994.0
549020,976.0
549036,1005.0
549037,997.0
549038,891.0
549141,862.0
549142,1047.0
549143,1056.0
549144,1073.0
549145,1050.0
549146,1051.0
549147,1065.0
549148,1031.0
549163,888.0
549164,779.0
549165,938.0
549166,778.0
549167,871.0
549270,974.0
549271,1041.0
549272,1063.0
549273,1044.0
549274,1050.0
549275,1080.0
549292,1036.0
549293,1038.0
549294,970.0
549295,1006.0
549401,864.0
565143,940.0
565144,863.0
565145,1036.0
565146,1052.0
565147,883.0
565269,993.0
565270,1066.0
565271,1079.0
565272,976.0
565273,686.0
565274,674.0
565275,377.0
565293,953.0
565294,986.0
565295,992.0
565396,894.0
565397,1035.0
565398,1043.0
565399,1034.0
565400,672.0
565401,326.0
565402,310.0
565403,764.0
565404,992.0
565419,920.0
565420,1030.0
565421,935.0
565422,750.0
565423,788.0
565424,483.0
565524,964.0
565525,1054.0
565526,1013.0
565527,1044.0
565528,888.0
565529,500.0
565530,572.0
565531,880.0
565532,1035.0
565533,1036.0
565547,994.0
565548,610.0
565549,46.0
565551,10.0
565653,1015.0
565654,1054.0
565655,1037.0
565656,803.0
565657,171.0
565658,76.0
565659,79.0
565676,1050.0
565677,1014.0
565678,957.0
565679,942.0
565782,891.0
565783,946.0
565784,1042.0
565785,1050.0
565786,1060.0
565787,1073.0
581424,623.0
581425,741.0
581526,912.0
581527,860.0
581528,1027.0
581529,1058.0
581530,1039.0
581531,930.0
581541,971.0
581542,1042.0
581543,1063.0
581544,1079.0
581545,1014.0
581549,735.0
581550,1001.0
581551,986.0
581552,1069.0
581553,766.0
581562,972.0
581563,1017.0
581564,1048.0
581565,1007.0
581652,869.0
581653,1019.0
581654,1076.0
581655,1031.0
581656,651.0
581657,200.0
581658,116.0
581659,75.0
581668,1086.0
581669,1095.0
581670,1066.0
581671,1064.0
581672,1078.0
581673,1088.0
581674,873.0
581676,1012.0
581677,1028.0
581678,893.0
581679,935.0
581680,1066.0
581681,880.0
581690,745.0
581691,897.0
581692,992.0
581693,975.0
581694,984.0
581779,849.0
581780,1040.0
581781,1024.0
581782,1063.0
581783,1057.0
