,data
614435,692.0
614436,785.0
614437,688.0
614562,900.0
614563,1003.0
614564,1028.0
614565,1021.0
614566,770.0
614689,590.0
614690,863.0
614691,986.0
614692,1004.0
614693,866.0
614694,749.0
614818,677.0
614819,889.0
614820,949.0
614821,864.0
630563,606.0
630564,884.0
630565,951.0
630566,895.0
630567,633.0
630688,880.0
630689,1040.0
630690,1038.0
630691,1047.0
630692,1049.0
630693,1053.0
630694,1054.0
630695,1058.0
630696,966.0
630816,838.0
630817,1003.0
630818,1008.0
630819,991.0
630820,992.0
630821,998.0
630822,988.0
630823,1032.0
630824,1053.0
630825,858.0
630944,851.0
630945,985.0
630946,973.0
630947,978.0
630948,950.0
630949,919.0
630950,957.0
630951,987.0
630952,1020.0
630953,935.0
631044,972.0
631072,916.0
631073,974.0
631074,964.0
631075,954.0
631076,937.0
631077,920.0
631078,951.0
631079,987.0
631080,1005.0
631081,945.0
631200,895.0
631201,1010.0
631202,996.0
631203,966.0
631204,958.0
631205,964.0
631206,953.0
631207,994.0
631208,1047.0
631209,922.0
631328,935.0
631329,999.0
631330,1025.0
631331,1014.0
631332,1001.0
631333,1024.0
631334,1028.0
631335,1055.0
631336,1012.0
631458,988.0
631459,1039.0
631460,1049.0
631461,1048.0
631462,980.0
631463,699.0
645119,705.0
645247,901.0
645374,529.0
645375,990.0
645502,681.0
645503,975.0
645630,758.0
645631,989.0
645758,795.0
645759,984.0
645886,767.0
645887,964.0
646014,721.0
646015,989.0
646142,601.0
646143,982.0
646270,445.0
646271,927.0
646399,784.0
646527,509.0
646817,482.0
646818,824.0
646819,1015.0
646820,1063.0
646821,1083.0
646822,1072.0
646823,1064.0
646824,916.0
646938,779.0
646939,919.0
646940,951.0
646944,1021.0
646945,1064.0
646946,1070.0
646947,1024.0
646948,1018.0
646949,979.0
646950,990.0
646951,1011.0
646952,1064.0
646953,1059.0
646954,735.0
647065,735.0
647066,636.0
647067,776.0
647068,507.0
647072,973.0
647073,973.0
647074,959.0
647075,946.0
647076,936.0
647077,945.0
647078,937.0
647079,946.0
647080,951.0
647081,1006.0
647082,1021.0
647171,995.0
647172,1059.0
647173,998.0
647175,32.0
647176,14.0
647193,379.0
647194,438.0
647195,723.0
647196,718.0
647200,958.0
647201,953.0
647202,944.0
647203,940.0
647204,956.0
647205,955.0
647206,949.0
647207,946.0
647208,917.0
647209,942.0
647210,1024.0
647211,682.0
647299,1047.0
647300,1031.0
647301,1032.0
647302,1029.0
647303,828.0
647304,339.0
647305,58.0
647306,36.0
647317,784.0
647318,662.0
647321,157.0
647322,667.0
647323,719.0
647324,661.0
647327,971.0
647328,955.0
647329,969.0
647330,986.0
647331,1011.0
647332,1005.0
647333,985.0
647334,971.0
647335,922.0
647336,925.0
647337,918.0
647338,1005.0
647339,830.0
647426,924.0
647427,1023.0
647428,1004.0
647429,1029.0
647430,1029.0
647431,1025.0
647432,1021.0
647433,1032.0
647434,972.0
647435,403.0
647445,419.0
647446,1032.0
647447,832.0
647449,411.0
647450,787.0
647451,833.0
647452,580.0
647455,963.0
647456,948.0
647457,994.0
647458,1014.0
647459,1013.0
647460,1002.0
647461,979.0
647462,963.0
647463,929.0
647464,909.0
647465,930.0
647466,1016.0
647467,870.0
647555,1033.0
647556,1028.0
647557,1056.0
647558,1047.0
647559,1066.0
647560,1055.0
647561,994.0
647573,647.0
647574,722.0
647575,325.0
647577,418.0
647578,589.0
647579,715.0
647580,377.0
647584,935.0
647585,957.0
647586,968.0
647587,960.0
647588,956.0
647589,937.0
647590,938.0
647591,931.0
647592,938.0
647593,933.0
647594,1008.0
647595,840.0
647683,1020.0
647684,1050.0
647685,1049.0
647687,438.0
647689,11.0
647702,815.0
647705,609.0
647706,523.0
647707,741.0
647708,348.0
647712,989.0
647713,992.0
647714,968.0
