,data
564908,850.0
565013,786.0
565014,848.0
565015,906.0
565016,930.0
565017,726.0
565031,965.0
565032,935.0
565033,976.0
565034,998.0
565035,1023.0
565036,1018.0
565037,946.0
565038,951.0
565039,1018.0
565040,888.0
565135,822.0
565136,921.0
565137,964.0
565138,778.0
565139,684.0
565140,927.0
565141,1036.0
565142,1048.0
565143,1033.0
565144,1007.0
565145,955.0
565146,903.0
565147,721.0
565157,849.0
565158,963.0
565159,1026.0
565160,1010.0
565161,1006.0
565162,999.0
565163,1028.0
565164,1031.0
565165,1005.0
565166,995.0
565167,1024.0
565168,1029.0
565249,1054.0
565250,1050.0
565251,1042.0
565252,1028.0
565253,967.0
565264,975.0
565265,1001.0
565267,884.0
565268,951.0
565269,1015.0
565270,1026.0
565271,1008.0
565272,944.0
565273,920.0
565274,909.0
565286,893.0
565287,949.0
565288,987.0
565289,1010.0
565290,1025.0
565291,1026.0
565292,1023.0
565293,1012.0
565294,1040.0
565295,956.0
565296,803.0
565377,1034.0
565378,1027.0
565379,968.0
565392,883.0
565393,893.0
565396,981.0
565397,957.0
565398,992.0
565399,995.0
565400,970.0
565401,908.0
565402,766.0
565414,813.0
565415,963.0
565416,1013.0
565417,964.0
565418,992.0
565419,996.0
565420,1040.0
565421,1000.0
565422,954.0
565423,937.0
565424,1026.0
565526,992.0
565527,929.0
565528,915.0
565544,795.0
565545,1004.0
565546,973.0
565547,920.0
565548,928.0
565549,1010.0
581142,965.0
581145,898.0
581146,924.0
581158,795.0
581159,962.0
581160,1002.0
581161,1011.0
581162,1030.0
581163,1040.0
581164,1046.0
581165,1040.0
581166,1039.0
581167,1045.0
581168,1049.0
581261,903.0
581262,985.0
581263,1021.0
581264,1004.0
581265,1015.0
581266,985.0
581267,907.0
581268,1019.0
581269,1047.0
581270,1047.0
581271,1034.0
581272,999.0
581273,1006.0
581274,972.0
581275,981.0
581276,996.0
581277,1020.0
581278,898.0
581279,813.0
581281,848.0
581282,988.0
581283,913.0
581284,1005.0
581285,1043.0
581286,1045.0
581287,1044.0
581288,1042.0
581289,1041.0
581290,1033.0
581291,1033.0
581292,1035.0
581293,1039.0
581294,1043.0
581295,1058.0
581296,1018.0
581297,1039.0
581298,1019.0
581299,1014.0
581381,924.0
581382,995.0
581383,1015.0
581384,1018.0
581385,1028.0
581386,1031.0
581387,1035.0
581388,1036.0
581389,1034.0
581390,1010.0
581391,1026.0
581392,1038.0
581393,1042.0
581394,1038.0
581395,1033.0
581396,1033.0
581397,1041.0
581398,1034.0
581399,1009.0
581400,996.0
581401,1019.0
581402,929.0
581403,916.0
581404,1009.0
581405,1018.0
581406,1040.0
581407,1032.0
581408,1023.0
581409,1010.0
581410,1021.0
581411,1031.0
581412,1037.0
581413,1039.0
581414,1043.0
581415,1032.0
581416,1018.0
581417,1014.0
581418,1018.0
581419,1015.0
581420,1027.0
581421,1038.0
581422,1034.0
581423,1042.0
581424,1031.0
581425,1059.0
581426,1078.0
581427,1029.0
581428,801.0
581505,1029.0
581506,1034.0
581507,1041.0
581508,1031.0
581509,1026.0
581510,1024.0
581511,1030.0
581512,1033.0
581513,1037.0
581514,1039.0
581515,1040.0
581516,1028.0
581517,1023.0
581518,1020.0
581519,1040.0
581520,1058.0
581521,1065.0
581522,1065.0
581523,1074.0
581524,1056.0
581525,1067.0
581526,1074.0
581527,1130.0
581528,1148.0
581529,1113.0
581530,1058.0
581531,932.0
581532,1027.0
581533,1042.0
581534,1031.0
581535,1025.0
581536,1026.0
581537,1026.0
