,data
118244,0.0
118372,0.003
118500,0.004
118628,0.003
118756,0.0
118884,0.0
119012,0.0
119127,0.0
119140,0.0
119141,0.0
119143,0.0
119253,0.01
119254,0.0
119255,0.0
119268,0.002
119269,0.0
119271,0.0
119379,0.005
119380,0.0
119381,0.0
119382,0.0
119383,0.0
119390,0.002
119396,0.0
119397,0.0
119399,0.0
119505,0.0
119506,0.0
119507,0.0
119508,0.0
119509,0.0
119510,0.0
119511,0.0
119512,0.0
119518,0.0
119519,0.0
119524,0.0
119525,0.0
119527,0.0
119630,0.0
119631,0.0
119632,0.0
119633,0.0
119634,0.002
119635,0.0
119636,0.0
119637,0.0
119638,0.0
119639,0.0
119640,0.0
119641,0.002
119646,0.0
119647,0.0
119652,0.0
119653,0.0
119655,0.0
119658,0.0
119754,0.0
119755,0.0
119756,0.0
119757,0.001
119758,0.0
119759,0.0
119760,0.0
119761,0.0
119762,0.0
119763,0.0
119764,0.0
119765,0.0
119766,0.0
119767,0.0
119768,0.0
119769,0.0
119770,0.0
119774,0.0
119775,0.0
119780,0.0
119781,0.0
119783,0.0
119786,0.0
119879,0.0
119880,0.0
119881,0.0
119882,0.0
119883,0.0
119884,0.0
119885,0.0
119886,0.0
119887,0.0
119888,0.0
119889,0.0
119890,0.0
119891,0.0
119892,0.0
119893,0.0
119894,0.0
119895,0.0
119896,0.0
119897,0.0
119898,0.0
119902,0.0
119903,0.0
119907,0.0
119908,0.0
119909,0.0
119911,0.0
119914,0.0
120004,0.0
120005,0.0
120006,0.0
120007,0.0
120008,0.0
120009,0.0
120010,0.0
120011,0.0
120012,0.0
120013,0.0
120014,0.0
120015,0.0
120016,0.0
120017,0.0
120018,0.0
120019,0.0
120020,0.0
120021,0.0
120022,0.0
120023,0.0
120024,0.0
120025,0.0
120026,0.0
120027,0.0
120030,0.0
120031,0.0
120032,0.0
120035,0.0
120036,0.0
120037,0.0
120039,0.0
120042,0.0
120130,0.0
120131,0.0
120132,0.0
120133,0.0
120134,0.0
120135,0.0
120136,0.0
120137,0.0
120138,0.0
120139,0.0
120140,0.0
120141,0.0
120142,0.0
120143,0.0
120144,0.0
120145,0.0
120146,0.0
120147,0.0
120148,0.0
120149,0.0
120150,0.0
120151,0.0
120152,0.0
120153,0.0
120154,0.0
120155,0.0
120156,0.0
120158,0.0
120159,0.0
120160,0.0
120163,0.0
120164,0.0
120165,0.0
120167,0.0
120170,0.0
120172,0.0
120256,0.0
120257,0.0
120258,0.0
120259,0.0
120260,0.0
120261,0.0
120262,0.0
120263,0.0
120264,0.0
120265,0.0
120266,0.0
120267,0.0
120268,0.0
120269,0.0
120270,0.0
120271,0.0
120272,0.0
120273,0.0
120274,0.0
120275,0.0
120276,0.0
120277,0.0
120278,0.0
120279,0.0
120280,0.0
120281,0.0
120282,0.0
120283,0.0
120284,0.0
120286,0.0
120287,0.0
120288,0.0
120290,0.0
120291,0.0
120292,0.0
120293,0.0
120295,0.0
120298,0.0
120299,0.0
120300,0.0
120305,0.0
120362,0.0
120364,0.0
120383,0.003
120384,0.005
120385,0.007
120386,0.008
120387,0.007
120388,0.006
120389,0.005
120390,0.005
120391,0.004
120392,0.003
120393,0.01
120394,0.001
120395,0.001
120396,0.0
120397,0.0
120398,0.0
120399,0.0
120400,0.0
120401,0.0
120402,0.0
120403,0.0
120404,0.0
120405,0.0
120406,0.0
120407,0.0
120408,0.0
120409,0.0
120410,0.0
120411,0.0
120412,0.0
120414,0.0
120415,0.0
120416,0.0
120418,0.0
120419,0.0
120420,0.0
120421,0.0
120423,0.0
120425,0.0
120426,0.0
120427,0.0
120428,0.0
120431,0.0
120433,0.0
120489,0.0
120491,0.0
120494,0.0
120497,0.0
120499,0.0
120509,0.002
120510,0.005
120511,0.012
120512,0.023
120513,0.03
120514,0.033
120515,0.03
120516,0.026
120517,0.023
120518,0.02
120519,0.016
120520,0.011
120521,0.012
120522,0.003
120523,0.001
120524,0.007
120525,0.003
120526,0.0
120527,0.002
120528,0.0
120529,0.0
120530,0.0
120531,0.0
120532,0.0
120533,0.005
120534,0.0
120535,0.0
120536,0.0
120537,0.003
120538,0.0
120539,0.0
120540,0.0
120541,0.002
120542,0.0
120543,0.0
120544,0.0
120546,0.0
120547,0.002
120548,0.0
120549,0.0
120551,0.0
120553,0.0
120554,0.0
120555,0.0
120556,0.0
120559,0.0
120561,0.0
120563,0.0
120619,0.0
120620,0.0
120622,0.0
120623,0.0
120624,0.0
120625,0.0
